darija,eng,darija_ar
achno ghadi tgollihom?,What are you going to tell them?,أشنو غادي تڭولّيهوم?
Tlabti mni n7ddr8om,you asked me to warn them,طلابتي مني نحدّرهوم
daba rak katfkkr,now you are thinking,دابا راك كاتفكّر
kimma glt lik,like I said,كيمّا ڭلت ليك
f nafs lwa9t,In the meantime,ف نافس لواقت
wach charjitih mo2kharan?,have you charged it up recently?,واش شارجيتيه موءخاران?
hadi fikra zwina,That's a good idea,هادي فيكرا زوينا
ch7al fsa3a daba?,What time is it now?,شحال فساعا دابا?
ah 3andi magana,"Yes, I have a watch.",أه عاندي ماڭانا
ra8a 8:00 daba,It's 8:00 already,راها ه:00 دابا
bda Dlam kayTi7,it's getting dark,بدا ضلام كايطيح
khasna nat7arko bzarba,We had better move fast,خاسنا ناتحاركو بزاربا
lmochkila hiya DDo,The problem is the light,لموشكيلا هييا الضو
ah khasna nsarbiw,"Yes, we must hurry.",أه خاسنا نساربيو
o mn jihtak,And on your side,أُ من جيهتاك
rb3a dyal sway3?,Four hours?,ربعا ديال سوايع?
khasna n3almo 3a2ilatna,we had better alert our families,خاسنا نعالمو عاإلاتنا
wach hada tilifonk,is that your phone,واش هادا تيليفونك
rah 7aja Tabi3iya,It's normal,راه حاجا طابيعييا
kon 3la bal,Careful!,كون علا بال
"rah sa8la, sara7a","It's quite simple, actually","راه ساهلا, ساراحا"
ana wathani chwiya,I am a bit of a heathen,أنا واتهاني شوييا
ana kan3ich l8i8,I live over there,أنا كانعيش لهيه
imkn nchofk ghdda,Might see you tomorrow,إمكن نشوفك غدّا
byaD wla wardi?,A white or a rosé?,بياض ولا واردي?
kan9tara7 disir khfif,I suggest a light dessert,كانقتاراح ديسير خفيف
achmn wa7da katbDDel,Which do you prefer?,أشمن واحدا كاتبضّل
bghiti tahdar 3lih,Would you like to talk about it?,بغيتي تاهدار عليه
hadchii momil bzef,That's so boring,هادشيّ موميل بزف
"Sber, ta8ada kay3yyi","Wait, that's quite tiring too","صبر, تاهادا كايعيّي"
kanban wa3er ftaslo9,I look great in climbing,كانبان واعر فتاسلوق
machi 3aliya bzef,it's not very high,ماشي عالييا بزف
makra8tch njarrab tasallo9,I'd like to try climbing,ماكراهتش نجارّاب تاسالّوق
fin kayn lmochkil?,What's wrong?,فين كاين لموشكيل?
bach nkon Sari7,To be honest,باش نكون صاريح
bach njik direct,To be honest,باش نجيك ديركت
achnahya l presentation?,What's the presentation?,أشناهيا ل پرسنتاتيون?
ghaliban 3ndak Sa7,you're probably right,غاليبان عنداك صاح
ana ghadi nzal,I'm getting off,أنا غادي نزال
wach kat3jbak lbaSla?,Do you like onions?,واش كاتعجباك لباصلا?
achman nak8at 3ndhom?,What flavours do they have?,أشمان ناكهات عندهوم?
hadchi wa3r nit,That's really nice,هادشي واعر نيت
"b9a, daba tchouf","Stay, you'll see","بقا, دابا تشوف"
rah zwin bzaf!,It's very nice!,راه زوين بزاف!
"oh, hahya lmodifa!","Oh, here's the hostess!","أُه, هاهيا لموديفا!"
"sma7lia, 9Sadt sidi!","I'm sorry, I meant Sir!","سماحليا, قصادت سيدي!"
imkan aykhssni nfsser,perhaps I need to explain,إمكان أيخسّني نفسّر
rahom khaybin bzaf,they are very ugly,راهوم خايبين بزاف
"so2al wahd, Sandra:","One question, Sandra:","سوأل واهد, صاندرا:"
ana ghir sakhifa,I'm just being silly,أنا غير ساخيفا
ana ghir kantbar8ach,I'm just being silly,أنا غير كانتبارهاش
imkan zad talawot?,Maybe pollution has increased?,إمكان زاد تالاووت?
3Ta lah lblayS!,there's plenty of room!,عطا الله لبلايص!
makanchaja3ch Trump ga3,I don't support Trump at all,ماكانشاجاعش طرومپ ڭاع
chi 7aja khra?,anything else?,شي حاجا خرا?
kolchi kaybghi dalafin,everyone loves dolphins,كولشي كايبغي دالافين
ahlan wa sahlan,Hello,أهلان وا ساهلان
tllaft tri9 dyali,I've lost my way,تلّافت تريق ديالي
tlaft 3la tri9,I've lost my way,تلافت علا تريق
f aswa2 l2a7wal,At the worst,ف أسواء لأحوال
kankhtaro ghir hakak,we pick at random,كانختارو غير هاكاك
nkhtaro ghir 3llah,we pick at random,نختارو غير علّاه
ddo bda kaymchi,The light is beginning to fade,الدو بدا كايمشي
ddo bda kaytlacha,The light is beginning to fade,الدو بدا كايتلاشا
ola kat9sad lik?,Or do you mean for you?,أُلا كاتقساد ليك?
twil ola 9sir?,Long or short?,تويل أُلا قسير?
wach nta mt2akad?,Are you sure?,واش نتا متأكاد?
hada khaliT mzyan!,That's a good mix!,هادا خاليط مزيان!
"la, ana mra...!","No, I'm a woman...!","لا, أنا مرا...!"
ghir fhmtini ghalat,you just misunderstood me,غير فهمتيني غالات
kifach wSlna l8na?,How did we get here?,كيفاش وصلنا لهنا?
ana fia lbard,I'm cold,أنا فيا لبارد
o fia jo3,And hungry,أُ فيا جوع
wach bghiti chwiya?,would you like some?,واش بغيتي شوييا?
ana mamndamch fl3ada,I'm not usually organised,أنا مامندامش فلعادا
wach 3ndak ppil?,Do you have a torch?,واش عنداك الپيل?
"La, m3a l2asaf","No, unfortunately","لا, معا لأساف"
"La, lil asaf","No, unfortunately","لا, ليل أساف"
wach tilifonk mcharji?,Is your phone charged up?,واش تيليفونك مشارجي?
fin katghrb chams?,Where does the sun set?,فين كاتغرب شامس?
mnin katghrob chmch?,Where does the sun set?,منين كاتغروب شمش?
aykhso ikon flgharb!,it must be the west!,أيخسو إكون فلغارب!
ahlan madame Smith,Hi Miss Smith,أهلان مادام صميته
li kanTlb mnnek,What I'm asking you,لي كانطلب منّك
hada 3amal jama3i,it's a team effort,هادا عامال جاماعي
m3a Talaba khrin,with other students,معا طالابا خرين
bach njik dirikt,To be honest,باش نجيك ديريكت
wach khasna nkhwiw?,Do we need to evacuate?,واش خاسنا نخويو?
i9dar ikon 7ari9!,It could be a fire!,إقدار إكون حاريق!
i9dar tkon l3afia!,It could be a fire!,إقدار تكون لعافيا!
imkan ayjriw 3lih!,Maybe he'll be fired!,إمكان أيجريو عليه!
makaynch mnach tkhaf,There's nothing to worry about,ماكاينش مناش تخاف
rah kayli9 ta8owa,"It works, too",راه كايليق تاهووا
wach katir bzaf,do you fly often?,واش كاتير بزاف
ana kantfham mzyan,I understand perfectly,أنا كانتفهام مزيان
tana 3ndi a7fad,I also have grandchildren,تانا عندي أحفاد
tddi8om l sirk?,Take them to the circus?,تدّيهوم ل سيرك?
hadi fikra mzyana,That is a good idea,هادي فيكرا مزيانا
ndir lli drt,Whatever I do,ندير اللي درت
hadchi khayb bzaf,It's awful,هادشي خايب بزاف
hadchi mohim bzaf,That's very interesting,هادشي موهيم بزاف
matalan chi Sadma?,Repressed trauma maybe?,ماتالان شي صادما?
"talj, la glace","Snow, ice-cream","تالج, لا ڭلاس"
9isa chayi9a bzaf,It's a very interesting story,قيسا شاييقا بزاف
ola dok lbonniyin,or beige ones,أُلا دوك لبونّييين
tab38a jawz lhind,followed by coconut,تابعها جاوز لهيند
knt nawi nswlk,I was meaning to ask,كنت ناوي نسولك
walakin khlina nchofo,But let's take a look,والاكين خلينا نشوفو
t3limat hahoma 8na,the instructions are here,تعليمات هاهوما هنا
walakin lyom 3gzt!,but was feeling lazy today!,والاكين ليوم عڭزت!
o ana tantsnna,I am also waiting,أُ أنا تانتسنّا
kollna kankhdmo bzaf,We all work a lot,كولّنا كانخدمو بزاف
"Oh, wow, mod8il!","Oh wow, amazing!","أُه, ووو, مودهيل!"
walakin khlina njrrbo,but let's give it a go,والاكين خلينا نجرّبو
mamt2akadch wach fhamt,I'm not sure I understand,مامتأكادش واش فهامت
achno likaykhlik mt7amas?,What turns you on?,أشنو ليكايخليك متحاماس?
hadchi kayban wa3r,That sounds great,هادشي كايبان واعر
wina9cho m3ak lflos,And discuss the financial aspect,ويناقشو معاك لفلوس
safi nmchiw ghdda,Let's go tomorrow,سافي نمشيو غدّا
ttoma khasha t7mass,The garlic needs roasting,التوما خاسها تحماسّ
achno dart lik?,What have I done to you?,أشنو دارت ليك?
chno drt lik?,What have I done to you?,شنو درت ليك?
ach drt lik?,What have I done to you?,أش درت ليك?
khasni naksab jouj,I have to earn a pair!,خاسني ناكساب جوج
ana ghadi lkhdma,I'm going to work,أنا غادي لخدما
ana ghadi nkhdm,I'm going to work,أنا غادي نخدم
katsaweb koktilat 8na?,Do you do cocktails here?,كاتساوب كوكتيلات هنا?
mo7tamal yab9aw m3TTlin,It's likely they're staying late,موحتامال يابقاو معطّلين
hadchi li kaybalia,I think so,هادشي لي كايباليا
t9riban jwayh 9:00,Probably around 9:00,تقريبان جوايه ق:00
masa2 lkhir anisa,"Good evening, miss",ماساء لخير أنيسا
oh sma7 liya,"Oh, sorry",أُه سماح لييا
hadchi li kayn?,That's it?,هادشي لي كاين?
ga3 lkhrin tba3o,All others are sold out,ڭاع لخرين تباعو
wach nta Talib?,Are you a student?,واش نتا طاليب?
rah salit dyali,I already finished mine,راه ساليت ديالي
lbar 9rib itsedd,The bar is about to close,لبار قريب إتسدّ
ana kan7as blmalal,I'm bored,أنا كانحاس بلمالال
achno ghadi ndiro,What are we gonna do?,أشنو غادي نديرو
chof lmandar zwin,Look at the beautiful view,شوف لماندار زوين
kanDn bila moD7ik,I think it's funny,كانضن بيلا موضحيك
nta 3arf kikankhDm,You know how hard I usually work,نتا عارف كيكانخضم
ana ghanTlb coctailat,I'm ordering cocktails,أنا غانطلب كوكتايلات
mojito liya 3afak,Mojito for me please,موجيتو لييا عافاك
khasak tbadal 39lytek,You have to change your mind,خاساك تبادال عقليتك
khaskom tmchiw lbar,We've got to get to the bar,خاسكوم تمشيو لبار
3andi 3aSir limon,I got some orange juice,عاندي عاصير ليمون
khlina nmchiw n7a9e9o,Let's go investigate,خلينا نمشيو نحاققو
nchofak lmara jaya,See you next time,نشوفاك لمارا جايا
nchofok lmrra jjaya,See you next time,نشوفوك لمرّا الجايا
bda kayTi7 Dlam,it's starting to get dark,بدا كايطيح ضلام
tilifoni Tfa ta8owa,My phone is completely dead too,تيليفوني طفا تاهووا
3andak chi skkar?,Do you have any sugar?,عانداك شي سكّار?
la la m3ndich,"No, I'm afraid not",لا لا معنديش
rah mokhif chwiya,It's a bit scary,راه موخيف شوييا
l7ayawanat makatbghich l3afya,Animals don't like fire,لحاياوانات ماكاتبغيش لعافيا
homa 9rab bzaf,they are too close,هوما قراب بزاف
cha3al l3afya bzarba,Light the fire quick!,شاعال لعافيا بزاربا
kansma3 aswat 7dana,I hear voices nearby,كانسماع أسوات حدانا
wa 3la ra7a,What a relief!,وا علا راحا
lah 3la ra7a,What a relief!,الله علا راحا
mabghitch nmot hna,I don't want to die here!,مابغيتش نموت هنا
yaqdar fwa9t akhor,Maybe later,ياقدار فواقت أخور
makhsskch tchrab fchamch,you shouldn't drink in the sun,ماخسّكش تشراب فشامش
ta9dar tskr bzarba,You might get drunk faster,تاقدار تسكر بزاربا
ghadi ndir Saf9a,I'll do a deal,غادي ندير صافقا
Sla 3la nnbi!,All right!,صلا علا النبي!
hahoa sandwich dyalk,Here's your sandwich!,هاهوا ساندويش ديالك
ghaykon fik jou3?,you must be hungry?,غايكون فيك جوع?
zwina mnk tsawal,Nice of you to ask,زوينا منك تساوال
chokran mlli sowelti,thanks for asking,شوكران ملّي سوولتي
ghadi njib lmaDarib,I'll get the racquets,غادي نجيب لماضاريب
ghadi njib rakitat,I'll get the racquets,غادي نجيب راكيتات
hadchi machi m2akad,It's not certain!,هادشي ماشي مأكاد
lyoum daz mazyan,I had a good day,ليوم داز مازيان
kanakhod8a bzaf tlmrrat,I take it very often!,كاناخودها بزاف تلمرّات
rah Tabi3i tamaman,It's perfectly normal,راه طابيعي تامامان
ana kansayab choklat,I'm a chocolatier,أنا كانساياب شوكلات
ghadi ta7taj tfakarni,You will need to refresh my memory,غادي تاحتاج تفاكارني
rah sa8la bzaf,It's very simple,راه ساهلا بزاف
9TTa3ha 3la jouj,cut it in two,قطّاعها علا جوج
hadchi kayban mitali,That looks perfect,هادشي كايبان ميتالي
"l3ard mohim, kayna?","Presentation is important, isn't it?","لعارد موهيم, كاينا?"
"ah, fikra zwina","Yeah, that's a great idea","أه, فيكرا زوينا"
faTira dyal djaj,Chicken pie?,فاطيرا ديال دجاج
rah aSli bzaf,It's very original,راه أصلي بزاف
wach katmata3 b9ahwtak?,Are you enjoying your coffee,واش كاتماتاع بقاهوتاك?
ach bghitini ndir?,What do you want me to do?,أش بغيتيني ندير?
an machghol sabt,I'm busy Saturday,أن ماشغول سابت
ila makantch ghalya,If it's not too expensive,إلا ماكانتش غاليا
ghadi nTell 3liha,I'll look into it,غادي نطلّ عليها
ah ghadi ndirha,Yes I'll do that,أه غادي نديرها
lfar9a dyal tlat,Tuesday's band,لفارقا ديال تلات
far7an 7it sawalt,Glad I asked,فارحان حيت ساوالت
hadi fikra ra2i3a,That's a great idea!,هادي فيكرا راإعا
ghadi nal9aw 7al,We'll find a solution,غادي نالقاو حال
kanbghi n7tafaD brasi,i tend to keep to myself,كانبغي نحتافاض براسي
machi 7ta 9riba,Not even close,ماشي حتا قريبا
wakha hadchi zwin,well that's nice,واخا هادشي زوين
oh la binatna,"Oh, no, we're between us!",أُه لا بيناتنا
ah 3lach la,"Yes, why not!",أه علاش لا
ghadi n9ad l7alwa,I'm gonna make cake for dessert,غادي نقاد لحالوا
"ah, hadchi mo2akad","Yes, that's for sure!","أه, هادشي موأكاد"
bin joj mawa3id,Between two dates,بين جوج ماواعيد
"oh la, mskin",Oh no poor you,"أُه لا, مسكين"
kantmana matkonch fzgti,I hope you didn't get wet,كانتمانا ماتكونش فزڭتي
ta9riban 200 dhs,About 200 dhs,تاقريبان 200 دهس
bdit kanghowet 3lih,I started screaming at him,بديت كانغووت عليه
wach ma3ndnach lmokawinat?,Don't we have the ingredients?,واش ماعندناش لموكاوينات?
"sm7lia, fhamt ghalat","I'm sorry, I misunderstood.","سمحليا, فهامت غالات"
"blmonasaba, rah chou8a","It's a shame, by the way","بلموناسابا, راه شوها"
ch7al l3adad dyalkom?,How many are you?,شحال لعاداد ديالكوم?
"ah, bnadm bzaf","Ah yes, that is a lot of people","أه, بنادم بزاف"
n9dr ngol ah,I would say yes,نقدر نڭول أه
7ta nta Arthur,"You too, Arthur.",حتا نتا أرتهور
wakha a chef,"Okay, Chief!",واخا أ شف
"la, achnahia lbarba?","no, what are beets?","لا, أشناهيا لباربا?"
wkha hadchi zwin,"Okay, perfect.",وخا هادشي زوين
ch7al skhon chwa?,How hot is the roast?,شحال سخون شوا?
dazt 3chr snin,It's been ten years.,دازت عشر سنين
mttaf9 3la takhTiT,Okay for the planning.,متّافق علا تاخطيط
chokran a lalla,"Thank you, ma'am.",شوكران أ لالّا
bzaf dyal nnachaT,a whole lot of fun!,بزاف ديال الناشاط
3tini sac lwara9i,hand me the paper bag.,عتيني ساك لواراقي
kanDn ghadi nmchi,i think i'm going to leave!,كانضن غادي نمشي
lTayata kat7arak haka,For the plane moving like that?,لطاياتا كاتحاراك هاكا
ana mn mirikan.,I am from the U.S.,أنا من ميريكان.
7na mn mirikan.,We are from the U.S.,حنا من ميريكان.
ana mn lmghrib.,I am from Morocco.,أنا من لمغريب.
lmdina dyalkom ghzala,your city is wonderful,لمدينا ديالكوم غزالا
ana machi fr7an,I am not happy,أنا ماشي فرحان
wach nta tourist?,Are you a tourist?,واش نتا توريست?
wach nti tourist?,Are you a tourist?,واش نتي توريست?
dyalmmn had lktab?,Whose book is this?,ديالمّن هاد لكتاب?
"lla, machi dyalo","No, it's not his","اللا, ماشي ديالو"
dyalmn had ddar?,Whose house is this?,ديالمن هاد الدار?
kanakol ghir lkhoDra,I eat vegetables only,كاناكول غير لخوضرا
bghit nt3llem nTyyeb,I want to learn how to cook,بغيت نتعلّم نطيّب
Lah i3Tik S77a,May God grant you health too,الله إعطيك صحّا
bghit n9ra chwia,I want to read a little bit,بغيت نقرا شويا
bghit nmchi nn3es,I want to go to bed,بغيت نمشي النعس
fin ghadi n3es?,Where I am going to sleep?,فين غادي نعس?
bghit nfi9 bkri,I want to get up early,بغيت نفيق بكري
bghit chi manTa,I want a blanket,بغيت شي مانطا
had lmdina kbira,This city is big,هاد لمدينا كبيرا
had ddar kbira,That house is big,هاد الدار كبيرا
dakchi li bghit,That's what I want,داكشي لي بغيت
bghit nghsl snani,I want to brush my teeth,بغيت نغسل سناني
bghit nmchi l7mmam,I want to go to the hammam,بغيت نمشي لحمّام
bghit nbddel 7wayji,I want to change my clothes,بغيت نبدّل حوايجي
bghit nrta7 chwia,I want to rest a bit,بغيت نرتاح شويا
w9f 8na 3afak,Stop here please,وقف هنا عافاك
makayn tta mochkil.,There is no problem.,ماكاين التا موشكيل.
mbark ou ms3oud,Congratulations,مبارك و مسعود
allah ibark fik,May God grant you grace,الله إبارك فيك
fin bit lma?,Where is the toilet?,فين بيت لما?
tmnya t lktouba,Eight books,تمنيا ت لكتوبا
khmsa t drahem,Five dirhams,خمسا ت دراهم
hadi lou7da wa9fa,It is exactly one o'clock,هادي لوحدا واقفا
hadi lwe7da nichan,It is exactly one o'clock,هادي لوحدا نيشان
hadi jjouj o9sem,It is five minutes past two,هادي الجوج أُقسم
hadi ttlata o9smayn,It is ten minutes past three,هادي التلاتا أُقسماين
hadi l3chra llarob,It is a quarter to ten,هادي لعشرا اللاروب
3Tini l7lib 3afak,Give me milk please,عطيني لحليب عافاك
wach 3ndk SSrf?,Do you have change?,واش عندك الصرف?
makaynch Tom fl98wa,Tom is not at the café,ماكاينش طوم فلقهوا
kayna lmakla ftllaja,There is food in the fridge,كاينا لماكلا فتلّاجا
ach kayjik Mohamed?,How is Mohamed related to you?,أش كايجيك موهامد?
ach katjik Amina?,How is Amina related to you?,أش كاتجيك أمينا?
chno smit bbak?,What's your father's name?,شنو سميت الباك?
ch7al f3mer khouk?,How old is your brother?,شحال فعمر خوك?
khti lkbira ostada,My older sister is a teacher,ختي لكبيرا أُستادا
khouya SSghir kay9ra,My younger brother goes to school,خويا الصغير كايقرا
3ndna ostad mzyan,We have a good teacher,عندنا أُستاد مزيان
finahia Loubna 3afak?,Where is Loubna please?,فيناهيا لوبنا عافاك?
dor 3la limn,Turn right,دور علا ليمن
dor 3l limn,Turn right,دور عل ليمن
dor 3l lisr,Turn left,دور عل ليسر
sir chwia l9ddam,Go ahead a bit,سير شويا لقدّام
fot zzn9a lwla,Pass the first street,فوت الزنقا لولا
ach drti lbar7,What did you do yesterday?,أش درتي لبارح
maklit tta haja,I ate nothing,ماكليت التا حاجة
tta wa7d maja,No one came,التا واحد ماجا
machaf tta 7edd,He saw no one,ماشاف التا حدّ
3mmrni klit hamburger,I've never eaten hamburger,عمّرني كليت هامبورڭر
ma3mmro dwa bl3rbia,He has never spoken Arabic,ماعمّرو دوا بلعربيا
3lach khllitina m3ah?,Why did you leave us with him?,علاش خلّيتينا معاه?
chaftni f cinema,She saw me at the movie theater,شافتني ف سينما
wach hadchi mazyan?,Is that all right?,واش هادشي مازيان?
hadchi daz bzarba,that was fast,هادشي داز بزاربا
"bsa7, sir tkhdam","right, get to work","بساح, سير تخدام"
l7amas dyalk kaymaradni,your enthusiasm sickens me,لحاماس ديالك كايمارادني
mzyan chokran lik,"Great, thank you",مزيان شوكران ليك
"blati, kon mrabi!","Hey, be polite!","بلاتي, كون مرابي!"
ana khayf bzaf,i'm so scared,أنا خايف بزاف
"flwa9i3, 3rafti chno?","actually, you know what?","فلواقيع, عرافتي شنو?"
maghadich nakol tout,I won't eat the berries,ماغاديش ناكول توت
"khditi sos, daba","You get the sauce, now","خديتي سوس, دابا"
la sauce wajda,Sauce is ready,لا سوس واجدا
howa l7ayawan dyalk!,It's your pet!,هووا لحاياوان ديالك!
"ghadi ykon, kanwa3dak","It will be, I promise","غادي يكون, كانواعداك"
Sma7lia 9sadt mawdo3,"sorry, I meant theme",صماحليا قسادت ماودوع
hadchi machi ghabiy,It's not stupid,هادشي ماشي غابيي
"blmonasaba, aykhsna nchT7o!","By the way, we're gonna have to dance!","بلموناسابا, أيخسنا نشطحو!"
hadi khoTTa mzyana!,That's a good plan!,هادي خوطّا مزيانا!
nta 3ndak Sa7,you're exactly right,نتا عنداك صاح
"yalah, zid fsser","Go on, develop","يالاه, زيد فسّر"
"tfo, khssert l7am","Damn, I blew up the steaks","تفو, خسّرت لحام"
ddissir ra8oa ftllaja,The desserts are in the refrigerator,الديسّير راهوا فتلّاجا
"had sba7, wllbar7!","This morning, the day before yesterday!","هاد سباح, ولّبارح!"
"kabda dyalk, sm7lia","Your liver, I'm sorry","كابدا ديالك, سمحليا"
kandan kat9sad lmamarat,I presume you mean lanes,كاندان كاتقساد لمامارات
mzyan mlli rjj3tina,Well done for getting us back,مزيان ملّي رجّعتينا
o mn ji8tek?,And on your side?,أُ من جيهتك?
bikhiir choukran lik,"Very well, thank you",بيخيّر شوكران ليك
kan2ml t9dar t3awni,I am hopeful that you can help me,كانءمل تقدار تعاوني
"wakha, mal9itch lkhariTa","Well, I can't find the map","واخا, مالقيتش لخاريطا"
imkan tl9a lwad,Maybe find a river,إمكان تلقا لواد
"la, mazal ma7llit8a","No, I haven't opened it yet","لا, مازال ماحلّيتها"
bllati nDrb Tlila,Let me have a look,بلّاتي نضرب طليلا
khllini nDrb Tlila,Let me have a look,خلّيني نضرب طليلا
wach fik jjou3?,are you hungry?,واش فيك الجوع?
wach katchreb atay?,Do you drink tea?,واش كاتشرب أتاي?
wach bghiti l9e8wa?,do you want some coffee?,واش بغيتي لقهوا?
hadchi 7lo bzzaf,it is very sweet,هادشي حلو بزّاف
mafiyyach jjou3 daba,I am not hungry now,مافييّاش الجوع دابا
wach ba9i lkhobz,is there any bread left?,واش باقي لخوبز
fin bghiti tfTer?,where would you like to have breakfast?,فين بغيتي تفطر?
ghanmchi lel 9e8wa,I will go to the café,غانمشي لل قهوا
mchit l ssou9,I went to the market,مشيت ل السوق
kan9ra fel kolliya,I study at the university,كانقرا فل كولّييا
chno smit khouk?,What's your brother's name?,شنو سميت خوك?
chno smit khtek?,What's your sister's name?,شنو سميت ختك?
fin jat lmedrassa?,Where is the school?,فين جات لمدراسّا?
fin ja SSbiTar?,Where is the hospital?,فين جا الصبيطار?
wach mazal m3eTTel?,Are you still late?,واش مازال معطّل?
wach ddenya 8anya?,is everything okay?,واش الدنيا هانيا?
3lach majitich lbar7?,Why didn't you come yesterday?,علاش ماجيتيش لبارح?
chno 3ndek gheDDa?,What do you have tomorrow?,شنو عندك غضّا?
chno li maf8emtich?,What didn't you understand?,شنو لي مافهمتيش?
had TTri9 khawya,This road is empty,هاد الطريق خاويا
had TTri9 Twila,This road is long,هاد الطريق طويلا
tfa lia tilifoun,My phone turns off,تفا ليا تيليفون
makan7esch brasi mezian,I am not feeling well,ماكانحسش براسي مزيان
hado wlad khti,Those are my nephews,هادو ولاد ختي
had l9amija zwina,This shirt is beautiful,هاد لقاميجا زوينا
wach saferti mazal?,did you travel?,واش سافرتي مازال?
imta ghatsali l9raya?,When will you finish your studies?,إمتا غاتسالي لقرايا?
imta ghatsali lkhedma?,When will you finish the work?,إمتا غاتسالي لخدما?
ina dawla kat3ejbek?,Which country do you like?,إنا داولا كاتعجبك?
ghansafer l fransa,I am traveling to France,غانسافر ل فرانسا
ghansafer l torkya,I am traveling to Turkey,غانسافر ل توركيا
ghanmchi nt9edda daba,I am going to shop right now,غانمشي نتقدّا دابا
tche88it chi Tajin,I want a Tajine,تشهّيت شي طاجين
n9eS lia chchouf,my eyesight has decreased,نقص ليا الشوف
masme3tekch chno gelti,I didn't hear what you said,ماسمعتكش شنو ڭلتي
kay3jebni ns8er bllil,I like to stay up at night,كايعجبني نسهر بلّيل
3ziza 3liyya lmonaDa,I love soda,عزيزا علييّا لموناضا
imta kayn l3ers?,When is the wedding,إمتا كاين لعرس?
fi8 l8eDra bezzaf,He talks too much,فيه لهضرا بزّاف
chno gallik TTbib?,what did the doctor say to you?,شنو ڭالّيك الطبيب?
ina loun kay3ejbek?,what color do you like?,إنا لون كايعجبك?
wach kay3ejbek lk7el?,do you like black color?,واش كايعجبك لكحل?
ma3reftch chno ngoul,I don't know what to say,ماعرفتش شنو نڭول
had l7lib khaser,this milk has expired,هاد لحليب خاسر
ghayjiw 3ndna DDiyaf,we will have guests,غايجيو عندنا الضيياف
safi ghir sket,just keep quiet,سافي غير سكت
bla mat3eSSeb raSk,don't be angry,بلا ماتعصّب راصك
chno galo lik?,what did they tell you?,شنو ڭالو ليك?
kankhaf mn lmchach,I am scared of cats,كانخاف من لمشاش
kankhaf mn lklab,I am scared of dogs,كانخاف من لكلاب
had lkelb Driyef,this dog is friendly,هاد لكلب ضرييف
ana mafrasi walo,I have no idea,أنا مافراسي والو
imta kayji TTobiS?,when does the bus arrive?,إمتا كايجي الطوبيص?
ana kan9arri l3arbiyya,I teach Arabic,أنا كانقارّي لعاربييّا
ana ostad jami3i,I am a university teacher,أنا أُستاد جاميعي
ana makhddamch daba,I am not working now,أنا ماخدّامش دابا
ghans8er 8ad llila,I will stay late tonight,غانسهر هاد الليلا
chrit 7wayj jdad,I bought new clothes,شريت حوايج جداد
ana kannakol daba,I am eating now,أنا كانّاكول دابا
tsenna 7tta nsali,wait till I finish,تسنّا حتّا نسالي
ch7al fl7arara lyoum?,what is the temperature today?,شحال فلحارارا ليوم?
wach chefti l2akhbar?,did you watch the news?,واش شفتي لأخبار?
3ndi wa7d ssir,I have a secret,عندي واحد السير
3ajbo raSo bzzaf,he is arrogant,عاجبو راصو بزّاف
ana metwaDe3 bezzaf,I am very modest,أنا متواضع بزّاف
howwa ma3endouch SSber,he is not patient,هووّا ماعندوش الصبر
lmontakhab la3eb daba,the national team is playing right now,لمونتاخاب لاعب دابا
nn3as bezzaf khayb,sleeping for a long time isn't good,النعاس بزّاف خايب
dir chi 7aja,do something,دير شي حاجا
te9der tdkhol bSbbatek,you can enter with your shoes,تقدر تدخول بصبّاتك
kannsa nchreb lma,I forget to drink water,كانّسا نشرب لما
khaSSek ttakol mezian,you must eat well,خاصّك التاكول مزيان
wach kanban kbir?,do I look older?,واش كانبان كبير?
howwa kbir 3liyya,he is older than me,هووّا كبير علييّا
howwa Sghir 3liyya,he is younger than me,هووّا صغير علييّا
nsit makhelleStch lwifi,I forgot to pay the WI-FI monthly fees,نسيت ماخلّصتش لويفي
kankhaf mn TTiyyara,I have an aerophobia,كانخاف من الطييّارا
mchat 3liyya TTiyyara,I missed my flight,مشات علييّا الطييّارا
bech7al katkhelleS lwifi?,how much do you pay for the WI-FI?,بشحال كاتخلّص لويفي?
bche7al 9eTTe3ti TTiyyara?,how much did you book the flight?,بشحال قطّعتي الطييّارا?
imta 9eTTe3ti TTiyyara?,when did you book the flight?,إمتا قطّعتي الطييّارا?
wach kriti Tomobil?,did you rent a car?,واش كريتي طوموبيل?
wach kriti dar?,did you rent a house?,واش كريتي دار?
wach chriti PParTma?,did you buy an appartment?,واش شريتي الپارطما?
bch7al chriti darek?,how much did you buy your house?,بشحال شريتي دارك?
8ad ddar rkhiSa,this house is cheap,هاد الدار رخيصا
8ad ddar ghaliya,this house is expensive,هاد الدار غالييا
bghit nechri dar,I want to buy a house,بغيت نشري دار
bghit nechri PParTma,I want to buy an appartment,بغيت نشري الپارطما
8ad ddar kbira,this house is big,هاد الدار كبيرا
8ad ddar Sghira,this house is small,هاد الدار صغيرا
malek f 3inik?,what's wrong with your eyes?,مالك ف عينيك?
makatderrni 7tta 7aja,I'm fine,ماكاتدرّني حتّا حاجا
weldi fi8 SSda3,my son is naughty,ولدي فيه الصداع
ghanweSSel weldi lelmedrasa,I'll drive my son to the school,غانوصّل ولدي للمدراسا
darek b3ida 3liyya,your house is far from me,دارك بعيدا علييّا
3awed liyya kolchi,tell me everything,عاود لييّا كولشي
