darija,eng,darija_ar
hi ftri9 l casa,Just on the way to casa,هي فتريق ل كاسا
3zaz 3lia l7mir bzaf,I like donkeys a lot,عزاز عليا لحمير بزاف
ana dima kan8z bzaf,I always bring too much,أنا ديما كانهز بزاف
fr7t mli dwit m3ak,Nice talking to you,فرحت ملي دويت معاك
ch7al zwin annani nchofk!,How nice to see you!,شحال زوين أنّاني نشوفك!
charaf lia tla9it m3ak,What a pleasure to meet you,شاراف ليا تلاقيت معاك
ghadi ikono kbro dghya,They must be growing up fast,غادي إكونو كبرو دغيا
Paul kay9ra l8ndasa lmi3maria,Paul's studying architecture,پول كايقرا لهنداسا لميعماريا
ghadi tkherrej had l3am,She's graduating this year,غادي تخرّج هاد لعام
twa7acht anani nl3b lpiano,I miss playing the piano,تواحاشت أناني نلعب لپيانو
ma3ndi ta w7da 8na,We don't have one here,ماعندي تا وحدا هنا
makan3raf walo 3la lkridiat,I don't know about loans,ماكانعراف والو علا لكريديات
lpiano chi 7aja kbira,A piano is a big thing,لپيانو شي حاجا كبيرا
7na mam3wwlinch nglso nt3chaw,We don't plan on staying for dinner,حنا مامعوّلينش نڭلسو نتعشاو
kantmnna n9dr nrj3 9ariban,I hope I can come back soon,كانتمنّا نقدر نرجع قاريبان
"mzyan mli chftak, tanta","It was very nice to meet you, too","مزيان ملي شفتاك, تانتا"
ghadi nrja3 mn ba3d,I'll be back,غادي نرجاع من باعد
wach 3ndak khobz lit3ti?,Have you got bread to give?,واش عنداك خوبز ليتعتي?
mnin t3lamti ga3 hadchi?,Where did you learn all this?,منين تعلامتي ڭاع هادشي?
ana mtkhasas f3ilm tyor,I'm a keen ornithologist,أنا متخاساس فعيلم تيور
kanchof bli rak mtkhasas!,I see you're a specialist!,كانشوف بلي راك متخاساس!
walakin mkan3raf 3liha walo,but I don't know anything about it,والاكين مكانعراف عليها والو
l3andalib rah makaynach bzaf,Nightingales are quite rare,لعانداليب راه ماكايناش بزاف
kayghniw bchakal zwin bzaf,They sing beautifully,كايغنيو بشاكال زوين بزاف
ghadi ikhasni nb7t chwia,I will have to do some research,غادي إخاسني نبحت شويا
"ahlan, ana bikhir chokran","Hello, I am great thank you","أهلان, أنا بيخير شوكران"
ach aykhssna n3Tiwhom yaklo?,What shall we give them to eat?,أش أيخسّنا نعطيوهوم ياكلو?
imkan n9adro n7awlo onDarbo8om?,Maybe we could try and hit them?,إمكان نقادرو نحاولو أُنضاربوهوم?
aji l8na 3ndna maytkal,come over here we have something to eat,أجي لهنا عندنا مايتكال
khda khizo mn idik!,He took the carrot from your hand!,خدا خيزو من إديك!
masa2 lkhir a Sa7bi,"Good evening, my friend",ماساء لخير أ صاحبي
msa lkhir a 3chiri,"Good evening, my friend",مسا لخير أ عشيري
kif rak had l3chiya,How are you this evening?,كيف راك هاد لعشييا
krchi mnfoukha nit aSa7bi,I've got terrible flatulence my friend,كرشي منفوخا نيت أصاحبي
lmakla 8na khayba bzaf!,The food here is terrible!,لماكلا هنا خايبا بزاف!
"oh, charf dyali lmaskin","Oh, my poor old man","أُه, شارف ديالي لماسكين"
ta7d machaf chi 7aja,no one saw anything,تاحد ماشاف شي حاجا
"8na, ghadi nkhbiha lik","Here, I'll hide it for you","هنا, غادي نخبيها ليك"
kan3raf achmn farmlia kat9Sad,I know which nurse you mean,كانعراف أشمن فارمليا كاتقصاد
ana machTon 3la lwalida,I am worried about my mother,أنا ماشطون علا لواليدا
3awdlia 3la lwalida dyalk,Tell me about your mother,عاودليا علا لواليدا ديالك
3lach nta machTon 3liha?,Why are you worried about her?,علاش نتا ماشطون عليها?
b7ala ana f lmo7akama,More like me being on trial,بحالا أنا ف لموحاكاما
o kanDn bli ktba3ni,and I think she follows me,أُ كانضن بلي كتباعني
mlli 9llbt kant mchat!,When I looked up she was gone!,ملّي قلّبت كانت مشات!
3la mn kanti katjassas?,Who were you spying on?,علا من كانتي كاتجاسّاس?
wllft anani nbki bzaf,I used to cry a lot,ولّفت أناني نبكي بزاف
ana 3a9l 3la hadchi,I remember that,أنا عاقل علا هادشي
wach t8lat fik mzyan?,Did she take care of you much?,واش تهلات فيك مزيان?
mlli kant fdar ah,When she was at home yes,ملّي كانت فدار أه
chokran lik a Tbib,Thank you doctor,شوكران ليك أ طبيب
ila kan hadchi masmou7?,If that's allowed?,إلا كان هادشي ماسموح?
wach njib chi 7aja?,Can I get you something?,واش نجيب شي حاجا?
wach n9dar nakhad bira?,Can I have a beer?,واش نقدار ناخاد بيرا?
wach wakha nakhad bira?,Can I have a beer?,واش واخا ناخاد بيرا?
"Tab3an, ghadi njib lbira","Sure, I'll bring the beer","طابعان, غادي نجيب لبيرا"
kanchof chno bghiti tgoul,I see what you mean now,كانشوف شنو بغيتي تڭول
wach bghitini nb9a m3ak?,Do you want me to keep you company?,واش بغيتيني نبقا معاك?
wach kat3ich 9rib l8na?,Do you live around here?,واش كاتعيش قريب لهنا?
maymknch nakhod ra7ti hna!,You can never get any peace around here!,مايمكنش ناخود راحتي هنا!
katb9a t7rak l7wayj flbit,She's moving objects in the rooms,كاتبقا تحراك لحوايج فلبيت
kant hi kan9cheb m3ak!,I was kidding!,كانت هي كانقشب معاك!
kant hi kanD7ek m3ak!,I was just kidding!,كانت هي كانضحك معاك!
rah kaydiro dakchi lmSla7tak,They're doing it for your own good,راه كايديرو داكشي لمصلاحتاك
"9albouk DaDDi, ana 3arf!","They've turned you against me, I know it!","قالبوك ضاضّي, أنا عارف!"
3awd liya 3la nhark,Tell me about your day,عاود لييا علا نهارك
kanti kathder 3la lfrmliat,You have been talking to the nurses,كانتي كاتهدر علا لفرمليات
walakin ana daki 3lihoum,Except I'm too smart for them,والاكين أنا داكي عليهوم
mab9itch mSa7b m3a Jeannine,I'm not friends with Jeannine anymore,مابقيتش مصاحب معا جانّين
ma7taj char7 tl mochta99at,I need an explanation about derivatives,ماحتاج شارح تل موشتاقّات
"machi mochkil, hadchi bzaf","No problem, that's a lot","ماشي موشكيل, هادشي بزاف"
"ahlan, yalah nmchiw n3omo","Hey, let's go swimming","أهلان, يالاه نمشيو نعومو"
ana bikhir 8na chokran,I'm fine here thanks,أنا بيخير هنا شوكران
khasak dir nafs l7aja,You should do the same,خاساك دير نافس لحاجا
zid 3liha 3andi frisbee!,Plus I have a frisbee!,زيد عليها عاندي فريسبي!
wrrini kifach kadir liha,Show me how you do it,ورّيني كيفاش كادير ليها
ana 3arf rasi wa3r,I know that I'm pretty good,أنا عارف راسي واعر
makanDnch ghadi tgdd 3lih,I don't think you're gonna make it up to him,ماكانضنش غادي تڭدّ عليه
hadchi kay3tamd 3la lklyan,It depends on the client,هادشي كايعتامد علا لكليان
"mn ghir hadchi, makandirhach","Otherwise, I don't.","من غير هادشي, ماكانديرهاش"
wakha na9dar nakhod wa7da,Well I could have one then,واخا ناقدار ناخود واحدا
wach bghiti 3aSir tlimoun?,Would you like an orange juice?,واش بغيتي عاصير تليمون?
3anda chi aTba9 khaSSa,We have some special plates,عاندا شي أطباق خاصّا
rah mzyan m3a mojito,It's very good with a mojito,راه مزيان معا موجيتو
"wakha, kanDn fhamt chwiya","Ok, I think I understand sort of","واخا, كانضن فهامت شوييا"
wach bghiti chi bonya?,Would you like a punch?,واش بغيتي شي بونيا?
"matkhafch, ghadi ndirha daba","Don't worry, I'll do it right now.","ماتخافش, غادي نديرها دابا"
n9dar ndir hadchi lik,I can do that to you,نقدار ندير هادشي ليك
ah o bla sauce,No sauce though,أه أُ بلا سوس
chokran lik mra khra,Thanks again!,شوكران ليك مرا خرا
"wakha, mnkhouD wla ma9lob?","Ok, shaken or stirred?","واخا, منخوض ولا ماقلوب?"
maklit walo nhar kaml,I haven't eaten anything all day,ماكليت والو نهار كامل
hada hoa l menu,Here is the menu,هادا هوا ل منو
ma8azch m3aya flous bzaf,I don't have much money on me,ماهازش معايا فلوس بزاف
wakha chokran lik bzaf,"Okay, thank you very much",واخا شوكران ليك بزاف
"blati, nti machi mama!","Hey, you're not my mother!","بلاتي, نتي ماشي ماما!"
wach jbt tarikh S7i7,Have I got the right date?,واش جبت تاريخ صحيح
makayna la mosi9a faranciya,no French music,ماكاينا لا موسيقا فارانسييا
wach kanban chwiya matwatar?,Do I feel a little nervous?,واش كانبان شوييا ماتواتار?
o 3lach msafra lyoum?,And why are you traveling today?,أُ علاش مسافرا ليوم?
ana mat7amsa bzaf nchofha,I'm very excited to see her,أنا ماتحامسا بزاف نشوفها
"la, ana f 3oTla","No, I'm on vacation","لا, أنا ف عوطلا"
stt ch8or hadi machftha,It's six months since I've seen her,ستّ شهور هادي ماشفتها
ghadi tkon far7ana bzaf,She's gonna be really happy,غادي تكون فارحانا بزاف
achno mzyan bnisba lih?,What's good for him?,أشنو مزيان بنيسبا ليه?
sac dyali t9il bzaf,My bag is really heavy,ساك ديالي تقيل بزاف
l8adaf howa awwalan nchofhom,The point is mostly to see them,لهاداف هووا أوّالان نشوفهوم
"ah, ah, goliya 3liha","Oh, yeah, tell me about it","أه, أه, ڭولييا عليها"
rah machi khawf niit,It's not really fear,راه ماشي خاوف نيّت
"walakin nta mamtwatarch, kayna?","But you're not nervous about it, are you?","والاكين نتا مامتواتارش, كاينا?"
7ta mnin kaykon idTirab,Even when there's turbulence?,حتا منين كايكون إدطيراب
"la, rah b7al of3owaniya","No, it's like a rollercoaster","لا, راه بحال أُفعووانييا"
o 3ndhom khdma ra2i3a,And they have amazing service,أُ عندهوم خدما راإعا
3arf ma3ndakch blaSa kbira,I know you dont have much space,عارف ماعنداكش بلاصا كبيرا
wach chftiha mn 9bal,Have you seen her before?,واش شفتيها من قبال
ah ghadi tkon momti3a,"Ah yes, she would be good fun",أه غادي تكون مومتيعا
"mchrob wla makla, blmonasaba","Drink or food, by the way","مشروب ولا ماكلا, بلموناسابا"
nafs l7aja m3a lmachrobat,Same with the drinks,نافس لحاجا معا لماشروبات
makan7mlch TbaSl dyal plastik,I hate plastic plates,ماكانحملش طباصل ديال پلاستيك
b7al ay wa7d akhor,like everyone else,بحال أي واحد أخور
sbah lkhir a lalla,"Good morning, ma'am",سباه لخير أ لالّا
"ah, rak 3arf kolchi","Oh, you know everything","أه, راك عارف كولشي"
ma3raftch chno bghiti t9Sed,I don't know what you mean,ماعرافتش شنو بغيتي تقصد
kolchi fayt l9yas bzaf,It's all very overwhelming,كولشي فايت لقياس بزاف
o ana kan8Dr bzaf,And I talk too much,أُ أنا كانهضر بزاف
mnin t3arDat 3lia tar9iya,When I was offered promotion,منين تعارضات عليا تارقييا
achno kadan mnach khayf?,What do you think you're afraid of?,أشنو كادان مناش خايف?
far7an 7it 8Drt m3ak,Nice talking to you,فارحان حيت هضرت معاك
"oh, la, hadchi maymknch!","Oh, no, that's not possible!","أُه, لا, هادشي مايمكنش!"
ana kankhalSk bach tfkkr,I pay you to think,أنا كانخالصك باش تفكّر
hadchi ghir kayzid yakhyab,this just gets worse and worse,هادشي غير كايزيد ياخياب
hadchi ghir kayzid itkffes,this just gets worse and worse,هادشي غير كايزيد إتكفّس
hadchi ghir kayzid itrowwen,this just gets worse and worse,هادشي غير كايزيد إترووّن
kayna 7aja wa7da lih,there's only one thing for it,كاينا حاجا واحدا ليه
khasna nkhorjo mn 8na!,We have got to get out of here!,خاسنا نخورجو من هنا!
"hahoa, daba n3Tih lik.","Here it is, I'll give it to you.","هاهوا, دابا نعطيه ليك."
la la ma3arfch lminTa9a,"No, I don't know the area.",لا لا ماعارفش لمينطاقا
wach 3ndak chi 3cha?,Do you have any dinner?,واش عنداك شي عشا?
ndeddo lbal lkhTwat dyalna,Let's be careful in our steps,نددّو لبال لخطوات ديالنا
"hada tilifoni, machi dyalk","this is my phone, not yours","هادا تيليفوني, ماشي ديالك"
ghir tjakita o zif,Only a jacket and a scarf,غير تجاكيتا أُ زيف
ta9dar tgolia liya ktar?,Can you tell me more?,تاقدار تڭوليا لييا كتار?
wach glti liha hadchi,Did you tell her that?,واش ڭلتي ليها هادشي
hoa makhadamch fhad lwa9t,He's unemployed at the moment,هوا ماخادامش فهاد لواقت
kaybghik tkoni mojoda flil,he would like to find you available at night,كايبغيك تكوني موجودا فليل
3tih sabab bach ydir8a,give him a reason to do it,عتيه ساباب باش يديرها
ah rah zwiyen bzaf,"Yes, it's very nice.",أه راه زويين بزاف
"chokran lik, rah t3akalt!","Thank you, I tripped!","شوكران ليك, راه تعاكالت!"
wach hada lkalb dyalk?,Is that your dog?,واش هادا لكالب ديالك?
"smiyto Fetna, 9iSa Twila","His name is Fetna, it's a long story","سمييتو فتنا, قيصا طويلا"
kay3jbni ntmcha fhad nawa7i,I like to walk around here,كايعجبني نتمشا فهاد ناواحي
3awd liya 3la Fatna,Tell me about Fatna,عاود لييا علا فاتنا
khasni nakhod liha tswira,I must take a picture of it,خاسني ناخود ليها تسويرا
blasa zwina hadi sara7a,It's a really nice place,بلاسا زوينا هادي ساراحا
"tsna, khasni nchd klbi","Wait, I have to catch my dog","تسنا, خاسني نشد كلبي"
chmn naw3 dyal zbda?,what kind of butter?,شمن ناوع ديال زبدا?
7sn lia nmchi lddar,I'd rather go home,حسن ليا نمشي لدّار
kolna 3ndna raghabat makhtalfa,we all have different preferences,كولنا عندنا راغابات ماختالفا
achno ra2yak f lbTaTa?,What do you think about potatoes?,أشنو راإياك ف لبطاطا?
ach ban lik asidi?,"What do you think, sir?",أش بان ليك أسيدي?
lkhodra hia li kayna,Vegetable it is,لخودرا هيا لي كاينا
daba t9dr twjjd bTaTa,Now can you start prepping the potatoes,دابا تقدر توجّد بطاطا
ban liya hadchi bzaf,that seems a lot,بان لييا هادشي بزاف
torta dyal limon imkn?,Lemon tart perhaps?,تورتا ديال ليمون إمكن?
chno tra flkhdma flkhr?,What went on at work in the end?,شنو ترا فلخدما فلخر?
"ayah, nhar S3ib bzaf.","Yes, very hard day","أياه, نهار صعيب بزاف."
kan momti3 lbar7 blm39ol,It was really good fun yesterday,كان مومتيع لبارح بلمعقول
ma3marni dart hadchi 9bel,I've never done this before,ماعمارني دارت هادشي قبل
rrimaya riyada kat3yi bzaf,Archery is a pretty tiring sport,الريمايا رييادا كاتعيي بزاف
kanfdel nb9a 7da lmsba7,I'd rather stay by the pool,كانفدل نبقا حدا لمسباح
kanfdel nb9a 7da lapisin,I'd rather stay by the pool,كانفدل نبقا حدا لاپيسين
"hadchi 2aamin, ana mt2kked","It's pretty safe, I'm sure","هادشي أامين, أنا متءكّد"
wach imkan lina nkhorjo?,Can we get off?,واش إمكان لينا نخورجو?
wach nta kharj 3otla?,You're going on vacation?,واش نتا خارج عوتلا?
wach hadchi 3la lkhdma?,Is this about work?,واش هادشي علا لخدما?
"ah, rah t lkhdma","Yes, it's for work","أه, راه ت لخدما"
bach nkon m3ak Sari7,To be honest,باش نكون معاك صاريح
kanakhd Tyara kol simana,I get on a plane every week,كاناخد طيارا كول سيمانا
dima kay3Tiwni kikat zaydin,They always give me extra cakes,ديما كايعطيوني كيكات زايدين
rah makhaybch kima kadan,it's not as bad as you think,راه ماخايبش كيما كادان
ila kanti mt2kad bzaf,If you're very sure,إلا كانتي متءكاد بزاف
ana kat3jbni kika mzyana,I do like a good cake,أنا كاتعجبني كيكا مزيانا
"wakha, imkan an7taj ltawDi7","Well, perhaps I need to explain","واخا, إمكان أنحتاج لتاوضيح"
ghadi ikon dakchi sakhif,That would be silly,غادي إكون داكشي ساخيف
wach ba9i hadchi ghaby?,Is that still stupid?,واش باقي هادشي غابي?
ila kan lkadr mdwwr,if the frames are round,إلا كان لكادر مدوّر
machftakch 9bal fhad jjwayh,I haven't seen you around before,ماشفتاكش قبال فهاد الجوايه
bssa7 ana makan3rfch hadchi,It's true that I don't know that,بسّاح أنا ماكانعرفش هادشي
lfi2a sosio 9tiSadia jjdida,the new socio-economic category,لفيأ سوسيو قتيصاديا الجديدا
mwllfin ijrriw lchi bit,they use to run into a room,مولّفين إجرّيو لشي بيت
ana far7an 7it l9itak,I'm glad I've found you,أنا فارحان حيت لقيتاك
"ah, walakin chmn itijah?","Yes, but which direction?","أه, والاكين شمن إتيجاه?"
ghadi njib lik l9ahwa!,"I'll get you a coffee, please!",غادي نجيب ليك لقاهوا!
"3ndi mchrob hna, chokran",I've got a drink here thanks,"عندي مشروب هنا, شوكران"
sa3a sa3ida hadi daba!,It's happy hour right now!,ساعا ساعيدا هادي دابا!
wach 9 tllil hadi?,Is it 9 p.m. already?,واش 9 تلّيل هادي?
Sa7bi jay ghayl79 3lia,My boyfriend's coming to join me,صاحبي جاي غايلحق عليا
"Oh la, la itla9an!","Oh no, not at all!","أُه لا, لا إتلاقان!"
kanDn bli fhmtini ghalat,I think you misunderstood me,كانضن بلي فهمتيني غالات
ghadi tkon 7ayawiya bzaf,It's going to be very lively,غادي تكون حاياوييا بزاف
3ndi chwiya dya biskwit,I have got some biscuits,عندي شوييا ديا بيسكويت
achno kayballik aykhasna ndiro?,What do you think we should do?,أشنو كايبالّيك أيخاسنا نديرو?
aykhasna n7awlo nl9aw lma9sora,we should try to find the cabin,أيخاسنا نحاولو نلقاو لماقسورا
3ndi chwiya dyal lma,I have some water,عندي شوييا ديال لما
"blmonasaba, wach 3andak tilifon?","By the way, do you have your cell phone?","بلموناسابا, واش عانداك تيليفون?"
ma3ndi tta chi batri,I don't have any battery,ماعندي التا شي باتري
mn l2a7san lina nt7arko,We had better get to move on,من لأحسان لينا نتحاركو
o t9ad tajriba kimya2ia,And prepare a chemistry experiment,أُ تقاد تاجريبا كيمياإا
kayban l2amr S3ib chwiya,It seems a little difficult,كايبان لأمر صعيب شوييا
fkkar ftajriba bsita bzaf!,Think of a very simple experience!,فكّار فتاجريبا بسيتا بزاف!
ot3ti lrasak tajriba chafa8ya,and give yourself an oral experience,أُتعتي لراساك تاجريبا شافاهيا
ch7al mn 3alama tmma?,How many marks is there?,شحال من عالاما تمّا?
3achra dyal no9at liha,Ten points to her,عاشرا ديال نوقات ليها
7san lia nbda lkhdma,I'd better get working,حسان ليا نبدا لخدما
lostad lakhor dyal chimi,the other professor of Chemistry,لوستاد لاخور ديال شيمي
kaydir bzaf dyal tajarib,He does a lot of new experiments,كايدير بزاف ديال تاجاريب
safrt bzaf dyal lmrat,I've flown quite a few times,سافرت بزاف ديال لمرات
tjahlni ila bdit ntnafas,ignore me if I start over breathing,تجاهلني إلا بديت نتنافاس
"ah, fbzaf dyal lwa9t","Yes, very often","أه, فبزاف ديال لواقت"
ch7al f3mar l2a7fad dyalk?,What ages have your grandchildren?,شحال فعمار لأحفاد ديالك?
ch7al f3mar lbnitat dyalk?,What ages have your daughters?,شحال فعمار لبنيتات ديالك?
3ndhom 3 o 5,they are 3 and 5,عندهوم 3 أُ 5
achno imkan lia ndir?,What can I do?,أشنو إمكان ليا ندير?
makandanch mraya t9dar t3awn,I don't think a mirror will help,ماكاندانش مرايا تقدار تعاون
hadchi motir lil2ihtimam bzaf,That's very interesting,هادشي موتير ليلإهتيمام بزاف
7ta mli kankon na3sa,even when I'm asleep,حتا ملي كانكون ناعسا
golia 3la Tofola dyalk,Tell me about your childhood,ڭوليا علا طوفولا ديالك
kant chtwa barda bzaf,It was a really cold winter,كانت شتوا باردا بزاف
"wakha, wakha, ha7na ghadyin","Well, well, we're moving on","واخا, واخا, هاحنا غاديين"
wach hadchi kayw9a3 bzaf?,Does this happen often?,واش هادشي كايوقاع بزاف?
3adatan kanTl3 f drouj,I usually take the stairs,عاداتان كانطلع ف دروج
ana nadm 3la hadchi,I regret it,أنا نادم علا هادشي
tilifon dyali mafihch rrizo,my cell phone has no service,تيليفون ديالي مافيهش الريزو
makay3nich bli katkhdam bzaf,Not that you work too hard,ماكايعنيش بلي كاتخدام بزاف
bach n7adro had l7dat,to prepare for this event,باش نحادرو هاد لحدات
ch7al hada machddit 3oTla,It's been a while since I've been on holiday,شحال هادا ماشدّيت عوطلا
ala dbbrna 3la klyan,if we earn customers,ألا دبّرنا علا كليان
man9darch nwa3dak bchi haja,I can't promise anything by myself,مانقدارش نواعداك بشي حاجة
7ll lbab bach ikhrjona,make the door open to free us,حلّ لباب باش إخرجونا
sma7lia aykhasni ngol 7afla,Sorry that should say party,سماحليا أيخاسني نڭول حافلا
ana mamt2akadch annani f8mt,I'm not sure I understand,أنا مامتأكادش أنّاني فهمت
ana mt7amach l7afla dyali,I'm excited about my party,أنا متحاماش لحافلا ديالي
ma3rfch lklma bl farancia,I don't know the word in French,ماعرفش لكلما بل فارانكيا
olkozina dyalhom ra2i3a bzaf!,And their kitchen is excellent!,أُلكوزينا ديالهوم راإعا بزاف!
momkin fhad l bar,It's possible in this bar,مومكين فهاد ل بار
hadchi kayban hwa hadak,That sounds perfect,هادشي كايبان هوا هاداك
7at tilifonk b3id 3afak,Put your phone away please,حات تيليفونك بعيد عافاك
makaynch téléphone man instagram,No phone from Instragram,ماكاينش تéلéپهون مان إنستاڭرام
kaykhali liya ri7a khayba,It gives me bad breath,كايخالي لييا ريحا خايبا
3tini l ichtirakat jjdida!,Give me the new subscriptions!,عتيني ل إشتيراكات الجديدا!
momkin dir dakchi ghdda,You can make that tomorrow,مومكين دير داكشي غدّا
walakin hadchi machi 3adil!,But that's not fair!,والاكين هادشي ماشي عاديل!
walakin hadchi machi m39ol!,But that's not fair!,والاكين هادشي ماشي معقول!
ana mam8tamch bra2y dyalk,I am not interested in your opinions,أنا مامهتامش براإي ديالك
ana mamsww9ch lra2y dyalk,I am not interested in your opinions,أنا مامسوّقش لراإي ديالك
srbayat ga3 madit8a fihoum,Waitresses aren't interesting,سربايات ڭاع ماديتها فيهوم
nta ghi kaytflaw 3lik,You are deluded,نتا غي كايتفلاو عليك
nta hna bach tkhdem,You are here to work,نتا هنا باش تخدم
kan7as bchwiya dyal jo3,I'm feeling a little peckish,كانحاس بشوييا ديال جوع
bTaTa ma9liya dyalna bnina,Our fries are delicious,بطاطا ماقلييا ديالنا بنينا
ghadi nakhod chwiya mn8om,I'll have some of those then,غادي ناخود شوييا منهوم
had khona lay3mmrha dar,this guy is very nice,هاد خونا لايعمّرها دار
ghadi ibddlo lik ra2yk,They'll change your mind,غادي إبدّلو ليك راإيك
"hmm, mamta2akdch mn hadchi","Hmm, I'm not sure about that","همّ, مامتاأكدش من هادشي"
wach hadchi masmo7 bih?,Is it allowed?,واش هادشي ماسموح بيه?
"ah, 7na kandiroha bzaf","Yeah, we do that a lot","أه, حنا كانديروها بزاف"
dima kayzid jaw zwin,It always puts a good atmosphere,ديما كايزيد جاو زوين
jib liya atay 3afak,"Get me tea, please",جيب لييا أتاي عافاك
wach nta jdid 8na?,Are you new here?,واش نتا جديد هنا?
b7al bzaf 9bel mnni,like many before me,بحال بزاف قبل منّي
achno kat9sad b X?,What do you mean by X?,أشنو كاتقساد ب ش?
ghadi ykhalini n7as bsa3ada,it would make me feel happier,غادي يخاليني نحاس بساعادا
"3afak, ghadi na3tih lik","Please, I'll give it to you","عافاك, غادي ناعتيه ليك"
idan nta 9riti Sartre,So you studied Sartre?,إدان نتا قريتي صارتر
wach bghiti chi sandwich?,did you want a sandwich?,واش بغيتي شي ساندويش?
wach katkhdem 8na yawmiyan,Do you work here every day?,واش كاتخدم هنا ياومييان
mol lbar drayaf bzaf,The bar owner is very kind,مول لبار دراياف بزاف
maymknch lik t7as blmalal,You can't be bored,مايمكنش ليك تحاس بلمالال
wach tla9iti chi wa7d?,Have you met anyone?,واش تلاقيتي شي واحد?
"3aDim, lo3ba dyal bingo","Great, a bingo","عاضيم, لوعبا ديال بينڭو"
"'kayfakrni bl7afla dyal l9arya""",it reminds me of the village party,"'كايفاكرني بلحافلا ديال لقاريا"""
"oh, ah, ghadi ndirha","Oh, yes, I would","أُه, أه, غادي نديرها"
ana bta2kid kansa lkhadma,I am definitely forgetting work,أنا بتاءكيد كانسا لخادما
 l3oTal rah dyal hadchi,the holidays are for that,لعوطال راه ديال هادشي
kantmana tkon 9adr trta7,I hope you were able to rest,كانتمانا تكون قادر ترتاح
salat liya charge lil2asaf,"I'm out of drums, unfortunately!",سالات لييا شارڭ ليلأساف
wach tfakarti tjib lkhariTa?,Did you remember to bring the map?,واش تفاكارتي تجيب لخاريطا?
"ah, khlina n2amlo hadchi","Yes, let's hope so","أه, خلينا نأملو هادشي"
ga3 lou9id sard lil2asaf,My matches are all wet,ڭاع لوقيد سارد ليلأساف
ga3 lou9id fazg lil2asaf,My matches are all wet,ڭاع لوقيد فازڭ ليلأساف
makntch bghit nmot hna,I didn't want to die here!,ماكنتش بغيت نموت هنا
bghiti tl3ab chi lo3ba,Want to play a game?,بغيتي تلعاب شي لوعبا
bghiti chwiya dyal lma?,You want some water?,بغيتي شوييا ديال لما?
wach hadchi khayb liya?,Is it bad for me?,واش هادشي خايب لييا?
masma3t bhadchi mn 9bal,I've not heard of that before,ماسماعت بهادشي من قبال
hia riyada lmofaDala dyali,It's my favorite sport,هيا رييادا لموفاضالا ديالي
kayban liya nta mazyan,Sounds like you are good,كايبان لييا نتا مازيان
rah dwzt nhar S3ib,I've had a terrible day,راه دوزت نهار صعيب
ba3d lmacha mn Tri9,Keep the cat out of the way!,باعد لماشا من طريق
walakin makanch 3liya nsog,but I didn't have to drive,والاكين ماكانش علييا نسوڭ
nta daba kadhak 3liya,Now your're making fun of me,نتا دابا كادهاك علييا
ana dima fmizaj khayb,I'm always in a bad mood,أنا ديما فميزاج خايب
"walakin had llila, bta2kid","but tonight, you definitely are!","والاكين هاد الليلا, بتاءكيد"
daz 3andi lyoum mazyan,I had a good day,داز عاندي ليوم مازيان
khali dik lmacha maskina,leave that poor cat alone,خالي ديك لماشا ماسكينا
khod kas dyal nabid,take a glass of wine,خود كاس ديال نابيد
ana khayf chwia sara7a,I'm quite scared in fact,أنا خايف شويا ساراحا
imkan khasni nTlab machrob,Maybe I should order a drink,إمكان خاسني نطلاب ماشروب
fikra mzyana annak tarkha,It's a good idea to relax!,فيكرا مزيانا أنّاك تارخا
"ah, rah waDifa zwina","Yes, it's a fantastic job!","أه, راه واضيفا زوينا"
"kat39al 3la lwaSfa, yak?","You remember the recipe, don't you?","كاتعقال علا لواصفا, ياك?"
mamt2akdach bila 3a9la 3liha,I'm not sure I remember it,مامتأكداش بيلا عاقلا عليها
dir lob f lkhlaT,Put the flesh in the blender,دير لوب ف لخلاط
wach hadchi li kayn,Is that right?,واش هادشي لي كاين
nsit lwra9 dyal na3na3,I forgot about the mint leaves.,نسيت لوراق ديال ناعناع
"la, la, makaynch lach","No, no, it's no use","لا, لا, ماكاينش لاش"
siftha l la salle,Send it to the gym,سيفتها ل لا سالّ
wach bghiti nkhalik dirha?,Do you want me to let you do it?,واش بغيتي نخاليك ديرها?
na9dar n7ayad hadchi bzarba,I can do that easily,ناقدار نحاياد هادشي بزاربا
mafhamch had so2al mzyan,I didn't quite understand that question,مافهامش هاد سوأل مزيان
ach kat9sad b toppings,What do you mean by toppings?,أش كاتقساد ب توپّينڭس
dima ta9dar tbadal ra2yak,You can always change your mind!,ديما تاقدار تبادال راإياك
kifma tlabt 3aSir limon,I also asked for an orange juice,كيفما تلابت عاصير ليمون
"ahya, rah 3id miladi","Hey, it's my birthday","أهيا, راه عيد ميلادي"
kan ys7ab liya lyoum,I thought it was today,كان يسحاب لييا ليوم
oh wach katkhals kolchi?,Oh and are you paying for everything?,أُه واش كاتخالس كولشي?
rah maghalyach bzaf 3adatan,It's not too expensive in general,راه ماغالياش بزاف عاداتان
ma3raftch chkon ghadi ykhalas,I'm not clear about who's paying,ماعرافتش شكون غادي يخالاس
walakin makanbghich talyaniyin bzaf,But I don't like Italians too much,والاكين ماكانبغيش تاليانييين بزاف
katban liya khoTa mzyana,That sounds like a good plan,كاتبان لييا خوطا مزيانا
idan blasa faranciya rkhisa,So a cheap French place,إدان بلاسا فارانسييا رخيسا
