darija,eng,darija_ar
ghali bzzaf,it is so expensive,غالي بزّاف
rkhiS bzzaf,it is so cheap,رخيص بزّاف
remDan 9rib,Ramadan is close,رمضان قريب
wach ghatSoum?,will you fast?,واش غاتصوم?
kan7ess blkhouf,I feel scared,كانحسّ بلخوف
kan7ess besse8D,I feel hot,كانحسّ بسّهض
ljow bared,it is cold,لجوو بارد
ljow skhoun,it is hot,لجوو سخون
chchems 7arra,it is very sunny,الشمس حارّا
chchta mje8da,it is raining a lot,الشتا مجهدا
ma3ndich lgana,I don't have the mood,ماعنديش لڭانا
atay skhoun,the tea is hot,أتاي سخون
atay bared,the tea is cold,أتاي بارد
aji ttakol,come to eat,أجي التاكول
mer7ba bik,welcome,مرحبا بيك
allah yre7mo,may God bless his soul,الله يرحمو
3Tini flosi,give me my money,عطيني فلوسي
8ak lflous,take the money,هاك لفلوس
ch7al bghiti?,how much do you want?,شحال بغيتي?
bch7al hadchi?,how much is this?,بشحال هادشي?
safi kanwa3dek,"okay, I promise you",سافي كانواعدك
nta keddab,you are a liar,نتا كدّاب
3lach katkdeb?,why do you lie?,علاش كاتكدب?
9eTTe3t cha3ri,I got a hair cut,قطّعت شاعري
mazal matkhelleStch,I still didn't get paid,مازال ماتخلّصتش
imta ghattkhelleS?,when will you get paid?,إمتا غاتّخلّص?
n8ar ttnin,Monday,نهار التنين
n8ar ttlat,Tuesday,نهار التلات
n8ar larbe3,Wednesday,نهار لاربع
n8ar lkhmis,Thursday,نهار لخميس
n8ar jjem3a,Friday,نهار الجمعا
n8ar ssebt,Saturday,نهار السبت
n8ar l7edd,Sunday,نهار لحدّ
kolla n8ar,everyday,كولّا نهار
kolla Simana,every week,كولّا صيمانا
kolla ch8ar,every month,كولّا شهار
kolla 3am,every year,كولّا عام
kolla 3chiyya,every afternoon,كولّا عشييّا
kolla Sba7,every morning,كولّا صباح
kolla lila,every evening,كولّا ليلا
kolla tnin,every monday,كولّا تنين
kolla tlat,every Tuesday,كولّا تلات
kolla larbe3,every Wednesday,كولّا لاربع
kolla khmis,every Thursday,كولّا خميس
kolla jem3a,every Friday,كولّا جمعا
kolla sebt,every Saturday,كولّا سبت
kolla 7edd,every Sunday,كولّا حدّ
kayn lfar9,there is a difference,كاين لفارق
makaynch lfar9,there is no difference,ماكاينش لفارق
nta zwin,you are handsome,نتا زوين
nti zwina,you are beautiful,نتي زوينا
ttawaDo3 mezian,modesty is great,التاواضوع مزيان
ana metkabbar,I am arrogant,أنا متكابّار
howwa Sebbar,he is patient,هووّا صبّار
sSber mezian,patience is great,سصبر مزيان
 lmontakhab rbe7,the natioanl team won,لمونتاخاب ربح
matn3esch bezzaf,don't sleep too much,ماتنعسش بزّاف
maddir walo,don't do anything,مادّير والو
madert walo,I didn't do anything,مادرت والو
8adchi fchkel,this is strange,هادشي فشكل
7eyyed Sbbatk,take off your shoes,حيّد صبّاتك
3inik zwinin,your eyes are beautiful,عينيك زوينين
che3rek zwin,your hair is beautiful,شعرك زوين
katban Sghir,you look younger,كاتبان صغير
katban kbir,you look older,كاتبان كبير
lwifi khaser,the WI-FI isn't working,لويفي خاسر
lwifi t9il,the WI-FI is slow,لويفي تقيل
t7emmest bezzaf,I feel excited,تحمّست بزّاف
ana 7amla,I'm pregnant,أنا حاملا
weldi mriD,my son is sick,ولدي مريض
hadchi maymkench,this is impossible,هادشي مايمكنش
ma9aderch nSedde9,I can't believe,ماقادرش نصدّق
darni 9elbi,my heart hurts me,دارني قلبي
9imtek kbira,you are priceless,قيمتك كبيرا
mabghitch nkhesrek,I don't want to lose you,مابغيتش نخسرك
kanghsel lmma3en,I'm doing the dishes,كانغسل لمّاعن
kanSebben l7wayj,I'm washing theclothes,كانصبّن لحوايج
kan7edded l7wayj,I'm ironing the clothes,كانحدّد لحوايج
l7wayj mmoskhin,the clothes are durty,لحوايج الموسخين
mab9ach atay,no tea left,مابقاش أتاي
dert ksida,I had an accident,درت كسيدا
kan7lef lik,I swear to God,كانحلف ليك
howwa Twil,he is tall,هووّا طويل
howwa 9Sir,he is short,هووّا قصير
chrit khizzo,I bought carrots,شريت خيزّو
mchit lbenka,I went to the bank,مشيت لبنكا
lbenka sadda,the bank is closed,لبنكا سادّا
ana nje7t,I succeeded,أنا نجحت
ana tkherrejt,I graduated,أنا تخرّجت
makan8Derch bl3arbiyya,I don't speak Arabic,ماكانهضرش بلعاربييّا
nn8ar Twil,the day is long,النهار طويل
llil twil,the night is long,الليل تويل
3lach katghewwet?,why are you shouting?,علاش كاتغوّت?
rfe3 Soutek,raise your voice,رفع صوتك
8ezz yddik,raise your hands,هزّ يدّيك
sedd 3inik,close your eyes,سدّ عينيك
7ell 3inik,open your eyes,حلّ عينيك
tfi DDo,turn off the light,تفي الضو
ch3el DDo,turn on the light,شعل الضو
7el lbab,open the door,حل لباب
sedd lbab,close the door,سدّ لباب
te7t fddrouj,I fell down the stairs,تحت فدّروج
ana fbiti,I'm in my bedroom,أنا فبيتي
chrit 9amija,I bought a shirt,شريت قاميجا
mal9itch 9yasi,I didn't find my size,مالقيتش قياسي
kayyakol bezzaf,he eats too much,كايّاكول بزّاف
ana flmaTar,I'm at the airport,أنا فلماطار
bghit jjben,I want cheese,بغيت الجبن
fin ghatn3es?,where will you sleep?,فين غاتنعس?
wach katkmi?,do you smoke?,واش كاتكمي?
ghanmchi ljjame3,I'm going to the mosque,غانمشي لجّامع
ghanmchi lelmasjid,I'm going to the mosque,غانمشي للماسجيد
ghanmchi nSelli,I will go to pray,غانمشي نصلّي
nsit maSellitch,I forgot to pray,نسيت ماصلّيتش
tta3lim Darori,education is important,التاعليم ضاروري
makmmeltch 9rayti,I didn't finish my studies,ماكمّلتش قرايتي
3endek zz8er,you are lucky,عندك الزهر
ma3ndich zz8er,I'm not lucky,ماعنديش الزهر
8adchi tkharbi9,this is nonsense,هادشي تخاربيق
3layach kat9elleb?,what are you looking for?,علاياش كاتقلّب?
tkhaSemt ma8,I had an argument with him,تخاصمت ماه
mabghitch ntzewwej,I don't want to get married,مابغيتش نتزوّج
mala7eDt walo?,I didn't notice anything,مالاحضت والو?
lma7all sadd,the shop is closed,لماحالّ سادّ
lma7all 7all,the shop is open,لماحالّ حالّ
m3ayach kat7ell?,when do you open?,معاياش كاتحلّ?
m3ayach katsedd?,when do you close?,معاياش كاتسدّ?
kayDerrni De8ri,I have a backache,كايضرّني ضهري
chrit Sendala,I bought a sandal,شريت صندالا
lma me9tou3,the tap water is off,لما مقتوع
dDo me9tou3,the electricity went out,دضو مقتوع
lbiD wmaTicha,Omlette with eggs and tomatoes,لبيض وماطيشا
ghdda l3id,tomorrow is the Eid,غدّا لعيد
kandir lmakyaj,I'm putting on some make up,كاندير لماكياج
matchofch fiyya,don't look at me,ماتشوفش فييّا
chedd SSeff,line up,شدّ الصفّ
chrit kebbouT,I bought a coat,شريت كبّوط
rah kan7awel,I'm trying,راه كانحاول
sir nichan,go straight ahead,سير نيشان
ra8 7da,it's next to,راه حدا
9te3 chchanTi,cross the road,قتع الشانطي
we9t akhor,another time,وقت أخور
fikra meziana,it's a good idea,فيكرا مزيانا
ana kan7tarmek,I respect you,أنا كانحتارمك
nta kat7effezni,you inspire me,نتا كاتحفّزني
lbit sghir,the room is small,لبيت سغير
lbit kbir,the room is big,لبيت كبير
3ndak tensa,don't forget,عنداك تنسا
ina ktab?,which book?,إنا كتاب?
ina film?,which movie?,إنا فيلم?
ina mdina?,which city?,إنا مدينا?
lghalaT dyali,it's my fault,لغالاط ديالي
kan7lem bik,I'm dreaming of you,كانحلم بيك
chkon 3ref?,who knows?,شكون عرف?
tsenna nchof,Let me check,تسنّا نشوف
safi salit,I'm done,سافي ساليت
3lach lla?,why not?,علاش اللا?
kima 7bbiti,as you like,كيما حبّيتي
3ndi bezzaf,I have many,عندي بزّاف
3ndi chwiyya,I have a few,عندي شوييّا
nta llewwel,you first,نتا اللوّل
nta 7me9,you are crazy,نتا حمق
ti9 fiyya,trust me,تيق فييّا
wach dyalk?,is it yours?,واش ديالك?
3jboni bjouj,I like both,عجبوني بجوج
man9derch nnakol,I can't eat,مانقدرش الناكول
man9derch nchrob,I can't drink,مانقدرش نشروب
chof ffi8,look at him,شوف الفيه
ila swweltini,if you ask me,إلا سوّلتيني
f naDari,in my opinion,ف ناضاري
ban liyya,I think,بان لييّا
ana mt2kked,I'm sure,أنا متءكّد
kanchreb l7rira,I drink soup,كانشرب لحريرا
lmakla bnina,the food is delicious,لماكلا بنينا
lmakla mabninach,the food isn't delicious,لماكلا مابنيناش
makannakolch 9imroun,I don't eat shrimp,ماكانّاكولش قيمرون
lb7er khawi,the beach is empty,لبحر خاوي
8owwa mirikani,he is an American,هووّا ميريكاني
8owwa Talyani,he is an Italian,هووّا طالياني
8owwa charf,he is old,هووّا شارف
m3el9a kbira,a big spoon,معلقا كبيرا
m3el9a sghira,a small spoon,معلقا سغيرا
tebSil kbir,a big dish,تبصيل كبير
tebSil sghir,a small dish,تبصيل سغير
3Tini forchiTa,give me a fork,عطيني فورشيطا
bent zwina,a beautiful girl,بنت زوينا
derri zwin,a handsome boy,درّي زوين
kandir l3adasat,I wear contact lenses,كاندير لعاداسات
lmmagana wa9fa,the clock is off,لمّاڭانا واقفا
8adi tSwirtek?,is it your picture?,هادي تصويرتك?
3Tini nchof,give me to see,عطيني نشوف
9TTe3t ttSwira,I cut the picture,قطّعت التصويرا
8adchi khaTir,this is dangerous,هادشي خاطير
malek makat8Derch?,why are you not talking?,مالك ماكاتهضرش?
malek makatD7ekch?,why are you not laughing?,مالك ماكاتضحكش?
fin 8adchchi?,where is this?,فين هادشّي?
m3ayach 8adchchi?,when is this?,معاياش هادشّي?
kolna ghanmoto,we will all die,كولنا غانموتو
lkas khawi,the glass is empty,لكاس خاوي
che3ri Twil,my hair is long,شعري طويل
mal9itch t9achri,I didn't find my socks,مالقيتش تقاشري
kant3ellem nTeyyeb,I'm learning how to cook,كانتعلّم نطيّب
kaTeyyeb mezyan,I cook very well,كاطيّب مزيان
sSogan S3ib,driving is difficult,سصوڭان صعيب
ch3elt lboTa,I turned on the stove,شعلت لبوطا
tfi lboTa,turn off the stove,تفي لبوطا
ch3el lboTa,turn on the stove,شعل لبوطا
kayDerrni Seb3i,my finger hurts,كايضرّني صبعي
jiti zwin,you look good,جيتي زوين
3jebni 8adchi,I like this,عجبني هادشي
ma3jebnich 8adchi,I didn't like this,ماعجبنيش هادشي
kan7tarm rasi,I respect myself,كانحتارم راسي
3jbatni khdemtk,I like your work,عجباتني خدمتك
forSa mezyana,a great opportunity,فورصا مزيانا
rje3 tani,he came back again,رجع تاني
7re9t yeddi,I burned my hand,حرقت يدّي
ana na3s,I'm sleeping,أنا ناعس
ana fay9,I'm awake,أنا فايق
kankhdem bllil,I work in the evenings,كانخدم بلّيل
kankhdem benn8ar,I work in the mornings,كانخدم بنّهار
makankhdemch lyoum,I don't work today,ماكانخدمش ليوم
malek m3a8?,what happened between you and him?,مالك معاه?
3ndi moTor ,I have a motorbike,عندي موطور
7eTT lmous,put the knife down,حطّ لموس
matl3ebch blmous,don't play with the knife,ماتلعبش بلموس
7ell chcherjem,open the window,حلّ الشرجم
sedd chcherjem,close the window,سدّ الشرجم
chcherjem kbir,the window is big,الشرجم كبير
kaykmi flbalkon,he smokes in the balcony,كايكمي فلبالكون
kaykmi bezzaf,he smokes a lot,كايكمي بزّاف
kaykhemmem bezzaf,he overthinks,كايخمّم بزّاف
ktret ttekhmam,overthinking,كترت التخمام
3endi mochkil,I have a problem,عندي موشكيل
mochkil kbir,a big problem,موشكيل كبير
kayn fel7ebs,he is in the prison,كاين فلحبس
lfoTa n9iyya,the towel is clean,لفوطا نقييّا
lfoTa mmoskha,the towel is durty,لفوطا الموسخا
lmakla makafyach,the food isn't enough,لماكلا ماكافياش
8adchchi makafich,this is not enough,هادشّي ماكافيش
7na bezzaf,we are so many,حنا بزّاف
8adchchi makayDe77ekch,this is not funny,هادشّي ماكايضحّكش
dima kaybki,he is always crying,ديما كايبكي
kannakol kika,I'm eating a cake,كانّاكول كيكا
mattakolch m3aya,don't eat with me,ماتّاكولش معايا
matfekkerch f8adchi,don't think about this,ماتفكّرش فهادشي
matfekkerch 8akda,don't think this way,ماتفكّرش هاكدا
kayn rri7,it's windy,كاين الريح
kayTi7 ttelj,it's snowing,كايطيح التلج
cheft 9erd,I saw a monkey,شفت قرد
ossod l2aTlas,Atlas lions,أُسّود لأطلاس
ttellaja khsra,the fridge isn't working,التلّاجا خسرا
chof tmmak,look there,شوف تمّاك
machi b3id,it's not far,ماشي بعيد
machi 9rib,it's not near,ماشي قريب
galliyya kolchi,he told me everything,ڭالّييّا كولشي
kaygolliyya kolchi,he tells me everything,كايڭولّييّا كولشي
makaygolliyya walo,he doesn't tell me anything,ماكايڭولّييّا والو
lhobz mgermel,the bread is crispy,لهوبز مڭرمل
l9e8wa bel7lib,coffee with milk,لقهوا بلحليب
madertch ssekkar,I didn't add sugar,مادرتش السكّار
maw9e3 walo,nothing happened,ماوقع والو
8adi moSiba,this is a catastrophe,هادي موصيبا
makandirch 8adchchi,I don't do this,ماكانديرش هادشّي
kandir 8adchchi,I do this,كاندير هادشّي
b7al 8akda,like this,بحال هاكدا
b7al b7al,it's the same,بحال بحال
bghit nrta7,I want to rest,بغيت نرتاح
ghandir l9aylola,I will take a nap,غاندير لقايلولا
tgheddit m3eTTel,I had a late lunch,تغدّيت معطّل
tgheddit bekri,I had my lunch early,تغدّيت بكري
tgheddit bezzerba,I had my lunch quickly,تغدّيت بزّربا
kayyakol bechchwiyya,he eats slowly,كايّاكول بشّوييّا
kayyakol bezzerba,he eats fast,كايّاكول بزّربا
3awnni 3afak,help me please,عاونّي عافاك
kay8Der 3liyya,he is talking about me,كايهضر علييّا
kansme3 lrradyo,I'm listening to the radio,كانسمع لرّاديو
7lef blla8,swear to God,حلف بلّاه
kanzre3 nnabatat,I plant plants,كانزرع الناباتات
ghan3eyyit lTTaksi,I'll call a taxi,غانعيّيت لطّاكسي
kantsnna8 yji,I'm waiting for him to come,كانتسنّاه يجي
mazal majach,he still didn't come,مازال ماجاش
8adi 3o9ouba,this is a punishment,هادي عوقوبا
3lach kat3a9bni?,why do you punish me?,علاش كاتعاقبني?
dima kaynSe7ni,he always advises me,ديما كاينصحني
makaysme3ch liyya,he doesn't listen to me,ماكايسمعش لييّا
makaybtasemch lnnas,he doesn't smile to others,ماكايبتاسمش لنّاس
njik nichan,I'll be honest with you,نجيك نيشان
l7ayat 9Sira,life is short,لحايات قصيرا
3ndi amal,I have hope,عندي أمال
ma3ndich amal,I don't have hope,ماعنديش أمال
mat lbar7,he died yesterday,مات لبارح
mrato zwina,his wife is beautiful,مراتو زوينا
mrato charfa,his wife is old,مراتو شارفا
ghanghenni oghniyya ,I'll sing a song,غانغنّي أُغنييّا
lmektaba sadda,the bookshop is closed,لمكتابا سادّا
lmektaba 7alla,the bookshop is open,لمكتابا حالّا
8adchchi fchkel,this is strange,هادشّي فشكل
baba mat,my father died,بابا مات
baba metweffa,my father is dead,بابا متوفّا
3ers khoya,my brother's wedding,عرس خويا
nnamousiyya mori7a,the bed is comfortable,الناموسييّا موريحا
lfotoy kbir,the sofa is big,لفوتوي كبير
lkorsiy m8erres,the chair is broken,لكورسيي مهرّس
tTebla mdewwra,the table is round,تطبلا مدوّرا
lfrach 9dim,the furniture is old,لفراش قديم
l7iT mmossekh,the wall is durty,لحيط الموسّخ
lbola Sefra,the lamp is yellow,لبولا صفرا
3ini8 ke7lin,his eyes are black,عينيه كحلين
jeldi 7essas,my skin is sensitive,جلدي حسّاس
che3ri mt9eSSef,my hair is damaged,شعري متقصّف
snani beyDin,my teeth are white,سناني بيضين
snani ke7lin,my teeth are black,سناني كحلين
kayb9a fiyya,I feel sorry for him,كايبقا فييّا
ma3ndich llo3ab,I don't have toys,ماعنديش اللوعاب
kan9eTTe3 lbeSla,I cut onions,كانقطّع لبصلا
kanghelli lma,I'm boiling water,كانغلّي لما
zzit skhoun,the oil is hot,الزيت سخون
ma3ndich ttelj,I don't have ice,ماعنديش التلج
l7ot me9li,fried fish,لحوت مقلي
ddjaj me9li,fried chicken,الدجاج مقلي
ma9adrch nchof,I can't see,ماقادرش نشوف
mama kaTTeyyeb,my mother is cooking,ماما كاطّيّب
sSalir na9eS,the salary isn't complete,سصالير ناقص
sSalir makafich,the salary isn't enough,سصالير ماكافيش
tla9ito lbare7,I met him yesterday,تلاقيتو لبارح
ghantla9a8 ghdda,I'll meet him tomorrow,غانتلاقاه غدّا
tla9ito lyoum,I met him today,تلاقيتو ليوم
matla9itch m3a8,I didn't met him,ماتلاقيتش معاه
raso kbir,his head is big,راسو كبير
raso Sghir,his head is small,راسو صغير
rjli8 kbar,his feet are big,رجليه كبار
rjli8 Sghar,his feet are small,رجليه صغار
makay9derch ytmcha,he can't walk,ماكايقدرش يتمشا
3jebni lkado,I liked the gift,عجبني لكادو
lkado zwin,the gift is beautiful,لكادو زوين
ma3jbatnich lmofaja2a,I didn't like the surprise,ماعجباتنيش لموفاجاأ
3lach khle3tini?,why did you scare me?,علاش خلعتيني?
3lach tkhle3ti?,why did you feel scared?,علاش تخلعتي?
ana 7me9,I'm crazy,أنا حمق
ana 7orr,I'm free,أنا حورّ
7yati 8adi,it's my life,حياتي هادي
ma3ndo me3na,it's without any sense,ماعندو معنا
7yati momilla,my life is boring,حياتي موميلّا
kan3ich 7yati,I live my life,كانعيش حياتي
ttmer bl7lib,dates with milk,التمر بلحليب
kanseyye9 ddar,I'm cleaning the ground,كانسيّق الدار
kayna rroToba,the weather is humid,كاينا الروطوبا
lb7er kbir,the sea is big,لبحر كبير
kanfeDDel lb7er,I prefer the beach,كانفضّل لبحر
lb7er khaTir,the sea is dangerous,لبحر خاطير
l2isti9laliya mezyana,self reliance is great,لإستيقلالييا مزيانا
kan9ra longli,I study English,كانقرا لونڭلي
howwa mame3roufch,he is unknown,هووّا مامعروفش
howwa me3rouf,he is known,هووّا معروف
howwa mech8our,he is famous,هووّا مشهور
ana flbiro,I'm in the office,أنا فلبيرو
mabghach ysllefni,he didn't want to loan me money,مابغاش يسلّفني
de99 flbab,knock the door,دقّ فلباب
f7ali f7alk,we're the same,فحالي فحالك
kifach nbda?,how to start?,كيفاش نبدا?
jani lmalal,I feel bored,جاني لمالال
8adi moghamara,this is an adventure,هادي موغامارا
kay3jboni lmoghamarat,I like adventures,كايعجبوني لموغامارات
matkonch khwwaf,don't be a cowardly person,ماتكونش خوّاف
nta monafi9,you are a hypocrite,نتا مونافيق
3ib 3lik,shame on you,عيب عليك
kanchbe3 deghya,I get full quickly,كانشبع دغيا
kannakol ssabanikh,I eat spinach,كانّاكول السابانيخ
kifma katchof,as you can see,كيفما كاتشوف
awwel 7aja,first thing,أوّل حاجا
kansta3melo dima,I always use it,كانستاعملو ديما
makansta3melch 8adchchi,I don't use this,ماكانستاعملش هادشّي
mse7 8adchchi,clean this,مسح هادشّي
kannchchef che3ri,I dry my hair,كانّشّف شعري
ghancharek m3ak,I will share with you,غانشارك معاك
ghanddik m3aya,I will take you with me,غاندّيك معايا
fnafs lwe9t,at the same time,فنافس لوقت
kankhelleT mezyan,I mix well,كانخلّط مزيان
a8amm 7aja,the most important thing,أهامّ حاجا
lmada9 zwin,the taste is good,لماداق زوين
knlbes 7wayji,I'm getting dressed,كنلبس حوايجي
dert lvirni,I had my nails done,درت لڤيرني
khrejt daba,I just went out,خرجت دابا
makntch mtwe99e3,I didn't expect,ماكنتش متوقّع
ana rje3t,I'm back,أنا رجعت
ana mchit,I'm going,أنا مشيت
mn be3d,later,من بعد
kol sa3tayn,every two hours,كول ساعتاين
weSlatni lkomond,my order has arrived,وصلاتني لكوموند
yallah tgheddit,I just had my lunch,يالّاه تغدّيت
kifma kat3ref,as you know,كيفما كاتعرف
me3roud lel3cha,I'm invited to dinner,معرود للعشا
ch7al 8adi,long ago,شحال هادي
kayyakhod lwe9t,it takes time,كايّاخود لوقت
ma3ndich lwe9t,I don't have time,ماعنديش لوقت
darori tji,you must come,داروري تجي
ghan7ell lbab,I will open the door,غانحلّ لباب
chcherjem mesdoud,the window is closed,الشرجم مسدود
bidoun ta3li9,without comment,بيدون تاعليق
ghanbeddel 7wayji,I will change my clothes,غانبدّل حوايجي
bghit 3aSir,I want a juice,بغيت عاصير
3aSir dllimoun,orange juice,عاصير دلّيمون
ghanmchi lelghaba,I will go to the forest,غانمشي للغابا
3eyyit bezzaf,I'm so tired,عيّيت بزّاف
ncheTT mezyan,I really enjoyed,نشطّ مزيان
ana n9i,I'm clean,أنا نقي
lmar7ala llewla,the first step,لمارحالا اللولا
ghsel yddik,wash your hands,غسل يدّيك
mochkil 8ada,this is a problem,موشكيل هادا
a7san 7aja,the best thing,أحسان حاجا
7aja Tabi3iyya,a normal thing,حاجا طابيعييّا
chre7t lik,I explained to you,شرحت ليك
l2ayyam l3adiyya,the normal days,لأيّام لعادييّا
mya flmya,one hundred per cent,ميا فلميا
mab9itch kansta3mlo,I don't use this anymore,مابقيتش كانستاعملو
kaylbes mezyan,he dresses well,كايلبس مزيان
khdit 8ada,I got this one,خديت هادا
8ada howwa,this is it,هادا هووّا
8ada Tabi3i,this is natural,هادا طابيعي
ri7a zwina,good scent,ريحا زوينا
pparfan zwin,good perfume,الپارفان زوين
yddi reTbin,my hands are soft,يدّي رطبين
yddi mreTTbin,my hands are hydrated,يدّي مرطّبين
yddi jaFFin,my hands are dried,يدّي جافّين
7tta 8ada,this one as well,حتّا هادا
ghanwrri8 lik,I'll show it to you,غانورّيه ليك
ana mekta2b,I'm depressed,أنا مكتاءب
me7taj lflous,I need money,محتاج لفلوس
ghansawb che3ri,I will do my hair,غانساوب شعري
gelt8a lik,I told you,ڭلتها ليك
l7wayj flmaryo,the clothes are in the wardrobe,لحوايج فلماريو
khaSSni nmchi,I have to go,خاصّني نمشي
bjouj bihom,both of them,بجوج بيهوم
man9derch n3awnk,I can't help you,مانقدرش نعاونك
n9der n3awnk,I can help you,نقدر نعاونك
3ndi bezzaf,I have many,عندي بزّاف
ma3ndich bezzaf,I don't have many,ماعنديش بزّاف
khaSSna lmosawat,we need equality,خاصّنا لموساوات
khaSSna l3adl,we need justice,خاصّنا لعادل
mn ldakhel,from inside,من لداخل
mn berra,from outside,من برّا
chno kaddir?,what are you doing?,شنو كادّير?
kifach kayttsta3ml?,how to use it?,كيفاش كايتّستاعمل?
9bel matmchi,before you go,قبل ماتمشي
9bel matji,before you come,قبل ماتجي
9bel matbda,before you start,قبل ماتبدا
merra fnn8ar,once a day,مرّا فنّهار
merra fch7al,once in a while,مرّا فشحال
3lach katswwel?,why do you ask?,علاش كاتسوّل?
9bel matjerrebo,before you try it,قبل ماتجرّبو
ghatla7D lfar9,you will see the difference,غاتلاحض لفارق
cheft nnatija,I saw the result,شفت الناتيجا
3la 9blek,for you,علا قبلك
ma9ritch 8adchchi,I haven't studied this,ماقريتش هادشّي
akhir 8aja,the last thing,أخير حاجة
wach 3refti8?,did you know him?,واش عرفتيه?
3Tini lweSfa,give me the recipe,عطيني لوصفا
3Tini TTari9a,give me the method,عطيني الطاريقا
kifma wa3dtek,as I promised you,كيفما واعدتك
dayr melyoun,it costs one million,داير مليون
ila mchiti,if you go,إلا مشيتي
sme3ni mezyan,listen to me carefully,سمعني مزيان
9elleb 3li8,search for it,قلّب عليه
kon dki,be smart,كون دكي
ghatl9a8 tmmak,you will find it there,غاتلقاه تمّاك
khod we9tek,take your time,خود وقتك
8a kifach ,thais is how,ها كيفاش
mat7tajch tmchi,you don't have to go,ماتحتاجش تمشي
khassek tsenna,you have to wait,خاسّك تسنّا
ghanji daba,I'm coming now,غانجي دابا
mli tkemmel,once you finish,ملي تكمّل
ila mabghitich,if you don't want,إلا مابغيتيش
makanSbeghch che3ri,I don't dye my hair,ماكانصبغش شعري
makandirch sseppor,I don't exercise,ماكانديرش السپّور
makanchrebch chchrab,I don't drink alcohol,ماكانشربش الشراب
9errert nmchi,I decided to go,قرّرت نمشي
i7sas zwin,beautiful feeling,إحساس زوين
wSelni lmissaj,I've received the message,وصلني لميسّاج
kansken bbo7di,I live alone,كانسكن البوحدي
modda Twila,a long time,مودّا طويلا
ghanchof kifach,I will see how,غانشوف كيفاش
chno l9iti?,what did you find?,شنو لقيتي?
mal9it walo,I didn't find anything,مالقيت والو
fin ja?,where is it?,فين جا?
safi baraka,it's enough,سافي باراكا
ma3reftch smito,I don't know his name,ماعرفتش سميتو
smito zwina,his name is beautiful,سميتو زوينا
3ndi man9Di,I have something to do,عندي مانقضي
kan t9il,it was heavy,كان تقيل
kan khfif,it was light,كان خفيف
bdit kan3ya,I've started feeling tired,بديت كانعيا
machi 8owwa,it's not him,ماشي هووّا
wach 8owwa?,is it him?,واش هووّا?
knt kantmchcha,I was walking,كنت كانتمشّا
kayDerni bezzaf,it hurts a lot,كايضرني بزّاف
kanfi9 3iyyan,I wake up tired,كانفيق عييّان
dir nDaDrek,wear your glasses,دير نضاضرك
lme9la skhouna,the pan is hot,لمقلا سخونا
kankteb chchi3r,I write poems,كانكتب الشيعر
ghanwjjed rasi,I'm going to get ready,غانوجّد راسي
kandir SSTaj,I do a training,كاندير الصطاج
kebb lma,pour the water,كبّ لما
l9er3a 3amra,the bottle is full,لقرعا عامرا
l9er3a khawya,the bottle is empty,لقرعا خاويا
machi Darori,it's not important,ماشي ضاروري
9eTTe3 maTicha,cut the tomatoes,قطّع ماطيشا
kay9ra mezyan,he studies hard,كايقرا مزيان
makannakolch lbeSla,I don't eat onions,ماكانّاكولش لبصلا
ghir chwiyya,just a little bit,غير شوييّا
ghan7eTTo flma,I will put it in water,غانحطّو فلما
ghansken bbo7di,I will live alone,غانسكن البوحدي
ghandir master,I will do a master degree,غاندير ماستر
nsit lbaliza,I forgot my suitcase,نسيت لباليزا
mab9atch lblaSa,no space left,مابقاتش لبلاصا
7ell ttellaja,open the fridge,حلّ التلّاجا
7re9t leghda,I burned the lunch,حرقت لغدا
kay3jebni dd8eb,I love gold,كايعجبني الدهب
dd8eb ghali,gold is expensive,الدهب غالي
makan7ess bwalo,I don't feel anything,ماكانحسّ بوالو
lbiD me9li,fried eggs,لبيض مقلي
kheSSni nTayyib,I have to cook,خصّني نطايّيب
rajli t3eTTel,my husband is late,راجلي تعطّل
baba ostad,my father is a teacher,بابا أُستاد
baba konTabli,my father is an accountant,بابا كونطابلي
8rrest lkorsiy,I broke the chair,هرّست لكورسيي
sSTa7 kbir,the rooftop is big,سصطاح كبير
lmma3en jdad,the utensils are new,لمّاعن جداد
makat3jebnich lmoSi9a,I don't like music,ماكاتعجبنيش لموصيقا
kay3jebni lppyano,I like the piano,كايعجبني لپّيانو
fiyya lwje3,I have cramps,فييّا لوجع
lma n9i,the water is clean,لما نقي
mchit llme7kama,I went to the court,مشيت اللمحكاما
kheft menno,I was afraid of him,خفت منّو
tTri9 mesdouda,the road is closed,تطريق مسدودا
sak mzewwer,fake bag,ساك مزوّر
sensla Twila,long chain,سنسلا طويلا
nta moberziT,you are annoying,نتا موبرزيط
ddi8a frasek,mind your business,الديها فراسك
lkdoub khayb,it's not good to lie,لكدوب خايب
mabghach y3taref,he didn't want to confess,مابغاش يعتارف
fi8 DDi9a,he has asthma,فيه الضيقا
mriD bssekkar,he is diabetic,مريض بسّكّار
makan3refch ne9ra,I don't know how to read,ماكانعرفش نقرا
lkatib mat,the writer died,لكاتيب مات
howwa fa9ir,he is poor,هووّا فاقير
howwa Tmma3,he is greedy,هووّا طمّاع
tTme3 khayb,greed is a bad thing,تطمع خايب
ghanbeddel nDaDri,I will change my glasses,غانبدّل نضاضري
machi dima,not always,ماشي ديما
mektab l8ijra,immigration office,مكتاب لهيجرا
