eng,darija_ar,transl
Hopefully they won't sink while eating,كاتمنّاو مايغرقوش ملي إكونو كاياكلو,They hope not to drown when they're eating.
Maybe he'll get caressed next time,إمكن غادي إتداعب لمرا جايا,Maybe he's going to flirt with the girl who's coming.
I brought you a bottle of wine,جبت ليك قارعا ديال شراب,I brought you a glass of juice.
You can keep it for yourself,إمكان ليك تحتافض بيها لراسّاك,You can hold onto it for yourself
we can drink from two,إمكان لينا نشاربو من جوج,We can have a drink together.
she gave me a nice massage earlier!,دارت ليا ماسّاڭ زوين ڭبيلا!,She made me a really delicious couscous!
And you feel like she's on trial?,أُ كاتحاس بحال هيا فموحاكاما?,Is she arguing like she does in court?
Why do you think I was spying?,علاش كاضّنّ بلي كنت كانتجاساس?,Why are you acting like you were surprised?
Did you miss her when she was far away?,واش تواحاشتيها ملي كانت بعيدا?,Did you miss it when she was away?
This is the first time I've seen you,هادي أول مرا نشوفاك فيها,This is the first time we see you
Can I get you something?,نجيب ليك معايا شي لعيبا?,Do you want me to bring you a game?
I think we got off to a bad start,كانضنّ بلي بدينا بيدايا خايبا,I think we started off on the wrong foot.
Your tone seemed unwelcoming,هضرتاك بانت بحالا مامرحّبش بيا,She spoke to me as if she wasn't welcoming me.
Any more questions?,واش كاين شي سوأل أخور?,Is there any other question?
Your friend doesn't seem to be here,ساحباك كايبان لييا ماكاينش هنا,"Your absence is apparent to me, you're not here."
Do you want me to keep you company?,واش بغيتيني نبقا معمّر عليك?,Do you want me to stay mad at you?
Oh that's very kind of you,أُه هادا لوطف كبير مناك,"Wow, that's a great gesture from you."
It's rare to see any new faces,قليل فاش كانشوفو وجوه جديدا,They seemed a bit surprised when they saw new faces.
Why is there a woman in my room?,علاش كاينا مرا بلبيت ديالي?,Why is there a snake in my house?
You've been talking about me behind my back,كنتي كادهدر علييا مورا داهري,You were almost about to reveal my secret.
I know they're trying to poison me,أنا عارف أنّاهوم كايحاولو إسمموني,I know they're trying to provoke me.
That way I'll never starve,بهاكا ماغاديش إجيني جوع ڭاع,"With that, I won't get hungry at all."
"It's spring, how about a way out in the park?","الربيع هادا, شي خرجا لجاردا?","This spring, any plans for a picnic?"
She keeps stealing my crossword,ديما كاتسرق ليا ألكليمات ألموتاقتيعا,She always steals my favorite words.
What exactly are you struggling to understand?,شنو لي ماقدرتيش تفهم بدابت?,What don't you understand right now?
I'm having trouble understanding the principle,كانلقا صوعوبا ف فاهم ألمبداء,He found it difficult to understand the concept.
What's wrong with me reading?,أشنو لموشكيلا ديالي ألا كانقرا?,What's the point of me reading it anyway?
"Come on, let's go","أ باراكا عليا, يالاه نمشيو","Thank you, let's go."
Why can't we just stay here a bit?,علاش غير مانبقاوش شوييا هنا?,Why don't we stay here a little longer?
I'm making the most of the sun right here,أنا كانستاغال مزيان شامش هنا,I was struggling a lot with the heat here.
I don't want you to be ashamed of yourself right now!,مابغيتكش تاحشام من راسك دابا,I don't want you to be ashamed of yourself now.
Only once I've finished my drink!,فاقاط مورا مانسالي من شرابي,He drank all my juice
Are there any specials?,واش كاينين شي عورود خاصا?,Are there any special offers available?
I'm not that hungry actually,أنا مافياش جوع بزاف ساراحا,"I'm not very hungry, so I won't eat much."
"Anything else, you decide!","أي حاجا خرا, نتا تقرّار!","What a crappy thing, you're stubborn!"
A board for eating at the same time?,لاوحا ديال لماكلا فنافس لواقت?,Is the taste of the food better when it's a competition?
Do you have any preferences?,واش عانداك شي حاجا كاتفاضلها?,Do you have something bothering you?
"Hmm, I wasn't that hungry","همّ, ماكانش فيا شي جووع","Well, I wasn't hungry."
"In the meantime, here's your number","فنفس لوقت, هادي هيا نمارتاك","At the same time, this is our secret."
"Good night, anyway!",ليلا ساعيدا علا كول حال,Tonight I'll check on everything
"May I have a caipirinha, please?","واش ناقدار ناخود كايپيرينها, عافاك","Can we take a break, please?"
Sorry I am new here,سماح لييا أنا جديد هنا,"Allow me, I'm new here."
Could you tell me how to make it,واش تاقدار تڭولييا كيفاش نقادها?,Can you show me how to criticize her?
I don't have much money on me,ماعنديش بزاف ديال لفلوس معايا,I don't have a lot of money with me.
Maybe you could have chosen a cheaper drink!,كان مومكين تختار ماشروب رخاس,It wasn't possible to choose a cheap drink.
But then you're a new waitress,والاكين إدان نتي سربايا جديدا,"And you, are you starting a new project?"
I worked there for six months as a waitress,خدمت تما ستّ شهور سرباي,I have been working for six months straight.
It was last year,هادشي كان لعام اللي فات,This was for last year.
"Yes, a little, but it gets forgotten","أه, شوييا, والاكين كاتّنسا شويا","Oh, wait a minute, or maybe they're just pretending a little."
It is going to be a lot of fun,غادي يكون بزاف ديال ناشاط,It's going to be a lot of fun
"Sorry, I mean Ambassador",سماح لييا بغيت نڭول سافير,"Excuse me, I want to say something important."
"It's my birthday, not a funeral",راه عيد ميلادي ماشي ڭنازا,My birthday is not a funeral.
Let's just stay rock,خلينا غير نبقاو ف روكك,Let's just stay in our lane.
It is your choice after all,راه لخييار ديالك مورا كولشي,"It's your choice, not everything."
you can play it to me if you want,تقدر تلعبها ليا ألا بغيتي,You can play it however you want.
and i've got her the soap she likes,أُ جابت ليها سابون ليكاتبغي,He got her soap because she wanted it.
although she said she might be late,واخا ڭالت بيلا تقدر تعطّال,"Even if she said no, you can still try."
Taxi sounds like a good idea!,كايبان لييا تاشي فيكرا مزيانا,Seems like you're thinking about something good.
The spaceship has to be solid,خاس سافينا ديال لفاضاء قاسحا,We chose a clean environment.
I love it when they give free food!,كايعجبني منين كايعتيونا ماكلا فابور,I like it when they serve us food in a vapor.
"I'll give you that, it's fun","غادي نعتيك هادا راه مومتيع""","I'll give you this, it's not disappointing."
Or are you worried about the neighbours?,ولا نتا خايف علا جيران?,Are you afraid of the neighbors?
just drinks and snacks?,هير لماشروبات أُ لواجابات لخفيفا?,Would you like some light snacks with your drinks?
I don't mind doing that,ماعاندي تا موشكيل معا هادشي,I don't have any problem dealing with this.
Do we have vegetarians amongst our friends?,واش عندنا ناباتييين بين سحابنا?,Do we have ninjas among our clouds?
"All right, look, I think we're all gone","واخا, شوف, كانضن مشينا كاملين","And look, I think we didn't go all the way"
I'll think about the guest list,غادي نفاكار فلقاإما ديال ضياف,I will think about the menu for the hospitality event.
I'd prefer to just sit,أنا كانفاضال غير نڭلاس سافي,I only argued with Nicolas yesterday.
Then let's start with simple questions,يالاه نابداو ب أسإلا ساهلا,Let's start with some easy questions.
I'm not worried about talking to you,أنا ماخايفش من لهضرا معاك,I'm not afraid to talk to you.
It's important that I test your concern,راه داروري نختابر لقالاق ديالك,We must definitely try your dish
it's a good thing you're not afraid to talk about yourself,مزيان ماتخافش تهدار علا راسك,"It's okay, don't be afraid to stand up for yourself."
"Ah, you want me to lend you my phone?",أه واش بغيتي نسلّفك تيليفوني?,Do you want me to lend you my phone?
Your phone is very low in battery,باتري ديال تيليفونك ناقسا بزاف,The battery of your phone is very low.
I hope the paramedics get here.,كانتمنا لموسعيفين إكونو وصلو لهنا,We hoped that the visitors had arrived here.
why didn't you think of that before?,علاش مافكّرتيش فهادشي من قبال?,Why didn't you think about this before?
I pay you to think!,أنا راه كانخالساك باش تفاكار!,I was just kidding to mess with you!
Have you been here before?,واش كنتي هنا من قبال?,Have you been here before?
Do you think we should go back?,واش كاتضان بيلا خاسنا نرجعو?,Is she waiting for us to go back?
Luckily I have my phone on me,لحوسن لحاض هاز معايا تيليفوني,"Look for the charger, it's with my phone."
"no, that's Naima's phone","لا, هاداك تيليفون ديال نايما","No, that's Nayima's phone."
"Yes, but let's save it","أه, والاكين خلينا نحافضو عليها","Oh, let's keep it that way"
Do you have any warm clothes?,واش عانداك شي حوايج دافيا?,Do you have any warm clothes?
Let's try to walk a little faster to warm ourselves.,خالينا نمشيو بزاربا باش نادفاو,Let's go for a walk in the countryside to relax.
I would love some tea but we better not stop,بغيت أتاي والاكين حسان مانواقفوش,"I wanted tea, but the cafe was closed."
"All right, we'll take it later.","واخا, غادي ناخدوه من باعد","And then, we're going to take it from there."
I'm feeling a bit nervous to be honest,كانحاس بشوييا ديال تاواتور ساراحا,"I feel a bit tired, I will rest."
My husband doesn't understand how stressful my job is,راجلي ماكايفهامش شحال كاتعيّي خدمتي,My husband doesn't understand how much effort I put into my work.
He says that if I don't like my job then change it,كايڭول إلا ماعجباتنيش لخدما نبدلها,"He says anything except what I don't like, I'll change it."
I work as a project manager for a big corporate company,كانخدام مودير ماشروع فشاريكا كبيرا,He started a new project with great enthusiasm.
"He's resting a lot on you, obviously.","هوا متكّي عليك بزاف, باينا","He really relies on you a lot, it's obvious"
Yes and I'm bringing in the money,أه أُ أنا كانجيب لفلوس,"Oh, I was getting the money"
have you ever been in the woods nearby?,واش عامراك كنتي فلغابا لقريبا?,Are you planning to visit the countryside soon?
Oh I never go near the woods,"أُه, أنا ماكانمشيش حدا لغابا","Oh, I didn't go anywhere."
No I see what you mean now,لا عرفت أش كاتعني دابا,I didn't understand what it means now.
"Oh look, is that a Heron over there","أُه شوف, هاداك هرون لهيه","Oh look, that's Haroun over there."
Do you live far from here?,واش كاتعيش بعيد علا هنا,Are you living far away from here?
Now what for dessert?,أُ دابا شنو ف الديسير?,"So, what's in the dessert?"
Maybe something lemony?,مومكين شي حاجا ب ليمون?,Is there anything with lemon?
a light dessert sounds like a good idea,ديسير خفيف كايبان فيكرا زوينا,The dessert looks delicious and light.
Shall I make you a hot chocolate?,واش نقاد ليك شوكلات سخون?,Do you prefer hot chocolate?
"That's sweet, but I prefer coffee","هادا حلو, والاكين كانفاضال لقاهوا","This is nice, otherwise they would have missed it."
It must have been a really tough day,باينا كان نهار سعيب بزاف,It seems like it was a very tough day.
Did you manage to meet the deadline?,واش قدارتي توفي بلموعيد نيهاإ?,Can you make it to the appointment on time?
We have lost an important contract and we don't understand why,خاسرنا كونترات موهيما أُمافهامناش علاش,"We lost the contracts, but we didn't understand why."
"Sorry, I didn't catch what you said ","سماح لييا, ماشدّيتش أش ڭالتي","Excuse me, I didn't catch what you said."
You can see them from here,مومكين ليك تشوفهوم من هنا,You can't see them from here.
We have the pool for both of us,عندنا لا پيسسين لينا بجوج,We don't let anyone mess with us
I'll race you to the other side,غادي نتسابق معاك لجّيها لوخرا,I'm going to race you to see who gets there first.
I'm sure I'll win,أنا متأكد بلي غادي نرباح,I'm sure I'm going to win.
My boss won't be happy,الراإس ديالي ماغاديش إكون فارحان,My head won't be at ease.
My boss won't be happy,شف ديالي ماغاديش إكون فرحان,"Look at me, I won't be happy."
Sometimes even a few times a week,شي مارارت مرات بزاف فسيمانا,That restaurant is very popular this week.
I'll ask them for you too,غادي نطلاب منهوم ليك تانتا,I'm going to ask them for you again.
It is his first night here,هادي الليلا لولا ديالو هنا,This night wouldn't be the same without him here.
Look how pretty the clouds are up there!,شوفو شحال السحاب زوين لهيه!,Look at how beautiful the clouds are today!
"Well, tell me what brings you here","واخا, ڭولييا علاش جيتي لهنا","And, tell me why you came here"
"Well, tell me what brings you here","واخا, ڭولييا شنو جابك هنا","Hey, tell me what brought you here"
No-one else wears glasses,التا واحد أخور ماكايلبس نضاضر,The other guy is not wearing appropriate clothes.
the nasty boys call him names,دراري الضاسرين كايكنّيو عليه كنييات,The undercover cops are acting like they're regular people.
Maybe it's his glasses that are horrible!,إمكان إكونو نضاضرو اللي خايبين!,They might be discussing what went wrong!
Your words seem a little consistent,لكاليمات ديالك تايبانو متناسقين كتار,Your words seem very harmonious.
I don't know what you expect from me,أنا ماعرفتش شنو كاتوقّع منّي,I don't know what they expect from me.
I need your advice on how to help him,بغيت ناسيحا ديالك كيفاش نعاونو,I wanted to advise you on how we can help.
I will suggest that he asks his parents for them,أنقتاراح باش إتلبهوم من واليديه,He's going to get in trouble with his parents.
we'll take the question later,دابا نشوفو سوأل من باعد,Now we see things differently
did the ducks use to live in the stables?,واش كان لبات كايعيش فلإسطابلات?,Does the lion live in stables?
It's just like in Charlotte's web,راه بحال شبكا ديال شارلوتّ,He's as sly as a fox
how often do you come here?,شحال من مرا جيتي لهنا?,How many times have you been here?
gentlemen cats that drink cognac,سيادنا لمشاش لي كاتشراب لكوڭناك,Our boss doesn't like it when we waste time.
I have been walking in circles for ages,كاندور فبلاستي من شحال هادا,"Candour in plastic, how much is this?"
we'll end up on people's lives,غاينتاهي بينا لماتاف فحايات بنادم,She will always be there for us in times of need.
we don't want to loose touch with each other,مابغيناش نفاقدو لإتيسال ب باعدياتنا,We don't want to lose touch with our distant relatives.
So what can I get you?,إوا أشنو بغيتيني نجيب ليك?,"So, what do you want me to get for you?"
With a little glass of water next to it,معا شوييا ت لما حداه,Come with me when you're ready.
Have you had a good day at work?,واش دوازتي نهار زوين فلخادما?,Did you have a good day at work?
if they're coming of course,إلا كانو غايجيو بطابيعت لحال,Unless they are naturally calm
I didn't have time to change,ماكانش عندي وقت باش نبدّل,I didn't have time to change.
"Yes, there are going to be two of them!","أه, غادي إكونو جوج منهوم!","Oh, they're going to be in trouble!"
And don't worry about the clothes,أُ ماتهازش لهامّ ل لحوايج,Don't pay attention to trivial matters.
I'm wearing something very similar myself!,أنا لابس شي حاجة بحالها!,I'm wearing something similar to it!
We have been walking in the forest for a long time,كنا كانتمشاو فلغابا لمودّا تويلا,We used to go to the forest for a picnic.
we seem to have come to a dead end,كايبان بلي وصالنا لتاريق مسدود,It seems like we've reached a dead end.
Do you know when we entered the forest?,واش عرفتي إمتا دخلنا لغابا?,Do you know when we entered the forest?
It's been three hours,راه دازت تلاتا ديال سوايع,She passed three exams
What do you think we should do?,أشنو كادان بلي أيخاسنا نديروه?,What can we do to make it better?
I remember when we were in front of a cabin,كانعقل ملي كنا قدام لكوخ,He was as smart as if we were in front of a hut
but I remembered the basics this time,والاكين تفاكارت لأساسيات هاد لمرا,But the essentials of this matter have been overlooked.
You had the same thoughts as me!,كان عنداك بحال لأفكار ديالي!,You used to have similar ideas to mine!
"And besides, we don't have a signal","أُزيد علا داكشي, ماعندناش الريزو","On top of that, we don't have the recipe."
We will need to rely on my phone,غادي نحتاجو نعاولو علا تيليفوني,We will need to contact him by phone.
Oh dear that will be a problem,أ ميمتي هادشي غايخلق موشكيل,"My mother, this will create a problem."
It is setting in that direction,واش كاتغروب من ديك الجيها?,Are you learning from that experience?
I don't really understand what it is I have to do,مكانفهامش بساح أشني أيخاسني ندير.,"He didn't understand a thing, so I had to explain."
to present by oral to other students,باش تقادامها شافاوياين لتولاب لاخرين,"When you invite her, make sure to show her where the others are sitting."
and the rest of the team take the credit,أُ لخرين فلمجموعا كايدّيو لفادل,The others in the group are following the leader.
Is it possible to get an extension?,واش إمكان ناخدو شي تامديد?,Is it possible for us to get an extension?
Then the note is 30 points,أُ ناتيجا هيا 30 نوقتا,The result is 30 minutes
Ten points for the oral speech,عاشرا ديال نوقات لخيتاب شافاوي,The tenth time I found them watching.
Let's get out of the room quickly!,خلينا نخرجو من لغورفا بزاربا!,Let's get out of this room quickly!
Let's get out of the room quickly!,يالّاهو نخرجو من لبيت بزربا!,Let's get out of the house for a walk!
I really dont like flying at all,أنا بساح ماكانحملش طاياران ڭاع,I swear I couldn't stand the heat
and obviously if there is turbulance,أُبتاباع إلا كان شي إضتيراب,"I followed, unless there was a problem."
Where would you like a glass of champagne?,فين بغيتي كاس ديال شامپاڭن?,Where do you want your glass of champagne?
I should visit a lot of countries,أيخسني نزور بزاف ديال لبولدان,I enjoy visiting many countries.
How often do you get to see them?,شاحال من مرا كاتقدري تشوفيهوم?,How many times can a woman see them?
I see them about every 3 months,كانشوفهوم كول 3 شهور تقريبان,I haven't seen them for almost 3 months.
I haven't been coping very well this week,ماكنتش موالاف مزيان هاد سيمانا,I wasn't feeling well this week.
Or a mirror to look at?,أُلا شي مرايا تشوف فيها?,Is there anything you see in the mirror?
Are there any special circumstances,واش كاينا شي دوروف خاسا,Is there something special going on?
Once I even forgot to close the door,واحاد لمرا نسيت منساد لباب,One day she forgot the key at the door.
Have you experienced an unhappy experience?,واش دوازتي شي تاجريبا خايبا?,Are you feeling a bit down today?
Do you consume white ice cream,واش نتا كاتاخود إس كرام,Are you taking this seriously?
My favourite is vanilla,أعازّ وحدا عندي هيا ڤانيلّا,I only have vanilla ice cream left
But let's take a look at him,والاكين بلاتي نضربو طليلا عليه,"Otherwise, we'll give him a good beating."
in case of stopping the elevator between floors,فحالات وقف لماسعاد بين توابيق,"In times of conflict, happiness is often at odds."
I push the call button,وراكت علا بوتون ديال لإتيسال,You're sitting on the remote control of the TV.
but was feeling lazy today!,والاكين ليوم كنت كانحاس بلكاسال!,And today I felt like a mess!
I even have to organise catering!,خاسني نضّام حتا تقديم لماكلا!,Let me organize myself before presenting my dish!
Aw that's nice you remembered!,أو هادشي مزيان ملّي تفكرتيه!,That's great when you think about it!
"Well, you do work us hard and everything","واخا, راه كاتخدّامنا بزاف أُكولشي","And, he's using us a lot, that's for sure."
and enjoy your family,أُ تستامتاع معا لعاإلا ديالك,I enjoy spending time with you
I've actually been thinking about changing jobs,صاراحا كنت كانفاكار نبادال لخادما,"Yesterday, I was looking for a solution to the problem."
But I'll offer to study your situation,والاكين غادي نشوف لواضع ديالك,"Otherwise, we'll see your true colors."
I'm not sure we need them,أنا مامتأكادش بلي حنا محتاجينهوم,I don't think we really need them.
move the elevator to floor one,الدي سانسور ل ليطاج واهد,The one without censorship is the most sincere.
move the elevator to floor one,الدي ل'اسسنسور ل ل'تاڭ واهد,The elevator goes up and down.
Did you have any specific ideas?,واش عانداك شي أفكار موحادادا?,Do you have any unique ideas?
Somewhere not too noisy,شي بلاصا مافيهاش صداع بزاف,This place is not very crowded
where they would serve some good food,فين إكونو تايقدّمو ماكلا مزيانا,Where they are offering delicious food
With a very nice musical background,معا خالفيا موسيقيا زوينا بزاف,"With my cousin, we have very good musical harmony."
it is not hygienic in the kitchen,هوا راه ماشي سيحي فلكوزينا,"He's not feeling well, he's sick in the stomach."
Look I am trying to be nice,شوف راني كانحاول نبان زوين,"Look, I was trying to look good."
you are having some personal issues,نتا عندك شي ماشاكيل شخصييا,You have some personal issues
but please get on with your work,والاكين عافاك كمّل خدامتاك باعدا,"And please, continue your work later."
"Hello, can I get you something?",أهلان أشنو بغيتي ناخود ليك?,"Hello, what would you like me to get for you?"
"Hello, can I get you something?",أهلان نجيب ليك شي حاجة?,"Hello, can I get you something?"
What kind of alcohol do you like?,أشمان نوع ديال شراب كاتفدل?,What kind of drink flavors are available?
But we start a little later in the evening,والاكين كانبداو شوييا معطّلين فلعشييا,But they started to become a bit lazy in their lives.
What kind of gin do you have?,أشمن ناوع ديال ڭين عانداك?,What type of pain are you experiencing?
We have Gordon's gin only,عندنا غير ڭوردون ڭين سافي,We only have Gordon's gin.
I'll get you your food,غادي نجيب ليك لماكلا ديالك,I will get you your food.
What's your specialty in philosophy?,أشناهووا تاخاسوس ديالك فل فالسافا?,What are you going to have for lunch today?
I greatly respect the view of Sartre,أنا كانحتارم بزاف راإي صاتر,I really respect her a lot for her honesty.
"Maybe, I'll have a gin as well!","إمكن, غادي ناخود ڭين تاهووا","Maybe, I'll go get some tea."
And get me an apple,أُ جيب ليا شي تفّاحا,Bring me an apple.
Do you work here every day?,واش كاتخدام هنا كول نهار,Is he working here every day?
or join in the the water exercise,أُلّا شارك ف تامرين لماإ,He didn't participate in the exercise today.
Have you met anyone?,واش تلاقيتي معا شي حاد?,Did you meet someone sharp?
I hope there's a chicken to win,كانتمانا تكون شي دجاجا لرباح,We used to be chickens for profit.
you've had enough sleep,راك نعستي بيما فيه لكيفايا,"If you're tired, there's a place to rest."
"Come on, get up, you're not drinking lying down","أجي, نود, ماغاتشرابش أُنتا متكّي","Come on, let's go, you won't drink, will you?"
I hope you were able to rest,كانتمانا تكون قادر علا راحا,We used to be able to relax.
I think we're just going to have to build it,كانضن بيلا خاسنا فاقاط نبنيوها,I think we should start building it from scratch.
Can you hear that noise?,واش تاقدار تاسماع هاد صداع?,Can you stand this noise?
I'm gonna make a fire to get them away,غادي نشاعال لعافيا باش نباعادهوم,I will politely excuse myself to avoid them.
"Okay, I'll get you your drink",واخا غادي نجيب ليك شرابك,"When I come, I'll bring you your drink."
it might even be dangerous to go in the pool!,ياقدار يكون خاطير تشمي لماسباح,It might be dangerous to swim at night.
"Yeah, I think there's some sandwiches","أه, كانضن كاين شي ساندويشات","Oh, I thought there were some sandwiches."
Didn't you get something for yourself,واش ماخديتيش ليك شي حاجا,Did you not take anything for yourself?
Hope you weren't too annoyed by that,كانتمانا ماتكونش مقالاق من هادشي,We were not expecting this.
"Oh, yeah, I saw about the glasses","أُه, أه راه شافت نضاضر","Oh, she saw the situation"
so that didn't embarrass me too much,داكشي علاش ماحراجنيش داكشي بزاف,That's why I'm not bothered by that too much.
"No, maybe I'm just paranoid","لا, إمكن هير أنا مرعود","No, maybe he's angry at me"
I was stuck in the lift with my boss!,وحالت فلماسعاد معا راإس ديالي,I'm in a state of happiness with my loved one.
I'm always in a bad mood,أنا ديما طالعا ليا لقردا,I always have bad luck
"Sorry, I haven't asked how your day was?",سماح لييا ماساولتكش كيداز نهارك?,"Forgive me, I didn't ask you how your day was?"
you're not always in a bad mood,نتا ماشي ديما فميزاج خايب,You're not always in a good mood.
"after the day you've passed, that makes sense","مورا ليوم ليداوزتي, هادشي طابيعي","Don't worry, it's normal for you to feel this way today."
leave that poor cat alone,فوت عليك ديك لمشا مسكينا,"A rooster walked over you, poor thing."
Have you flown before?,واش سافارتي فسما من قبال,Did you see the shooting star in the sky?
Almost every week for my work,تاقريبان كول سيمانا لخادما ديالي,Almost every week I have my servants.
But I'll have a coffee instead,والاكين غادي ناخود قاهوا بلاستها,"Otherwise, we'll just grab a coffee to go."
I'll grab the stewardess when she passes,غادي نڭولها لموضيفا منين دوز,I will tell her to come from my place
I could eat a croissant with coffee,نقدار ناكول كرواسا معا لقاهوا,We can eat croissants together when we meet.
What a dream job,أي علا خدما ديال لأحلام,"Oh, what a dream job!"
"Ah, the order of eight has arrived","أه, راه وسالت لتارتيب تمانيا","Oh, he said he asked for a reservation for eight people."
More mint leaves,لمازيد من لوراق ديال ناعناع,I need more mint leaves.
I've learned a lot from you this evening,تاعالمت منك بزاف هاد لعشييا,I learned a lot from you in this matter.
"Welcome back, and see you tomorrow!","مارهابا برجوع ديالك, نشوفك غدا","Don't worry about your return, see you tomorrow."
Would you like to order any food?,واش بغيتي طلاب شي ماكلا?,Do you want to order some food?
Is that your dog that's just wandered in over there?,واش هادا كالباك ليكايدور تما?,Is this the same situation that's happening now?
"Hhmmmn, hold on while I put it outside","همّم, تسانا حتا نخارجو برّا","Hmm, let's wait until we go outside."
I don't mind having a dog with us,ماشي موشكيل يكون معانا كالب,It's not a big deal to have a dog with us.
"Oh yes, sorry I forgot.","أُه أه, سماح لييا نسيت","Oh, sorry, I forgot."
Don't you want to help me set something up?,مابغيتيش تعاوني نقاد شي حاجا?,Don't you want to help us criticize something?
"I said I would, didn't I?","ڭالت بيلا غادي ندير, كاينا?","She said she's going out, right?"
Do you have a favourite restaurant?,واش عانداك شي ماطعام موفاضال?,Do you have any specific dietary requirements?
Do you know a good one?,واش كاتعراف شي فيكرا مازيانا?,Do you know a good idea?
There's that new Italian place,كاين داك لبلاسا تاليانييا جديدا,There is a new Italian restaurant over there.
You know an Indonesian restaurant?,واش كاتعراف شي ماطعام إندونيسي?,Do you know any Indonesian food?
Can I invite them all?,واش ناقدار نعراد عليهوم كاملين?,Can we rely on them completely?
and we'll talk about it tomorrow?,أُ غادي نهادرو عليه غدا?,Shall we talk about it tomorrow?
If you know what I mean,إلا عرافتي أش بغيت ناقساد,Unless you know what I want to argue about.
"Great, let's do it this way!","عاضيم, خلينا نديروها بهاد طاريقا","Great, let's do it this way."
I think the place is really quiet,كانضن هاد لمكان هاديء بزاف,I thought this place was very quiet.
what kind of exchange do you mean?,أشمن ناوع ديال تابادول كاتقساد?,What type of communication are you referring to?
Just the children of the different neighborhoods,غير دراري ديال أحياء لماختالفا,Different neighborhoods have different vibes.
"landmarks, like the pond and the park?",ماعاليم بحال لبيركا أُ لمونتازاه?,Do you know where the supermarket is located?
Or his doctor's choice,ولا لخييار ديال طبيب ديالو,Or the choice of his doctor
Barbecue or something more sophisticated?,شوا ولا شي حاجا حسان,"It's nothing, just a good thing."
"Or the new royal couple, haha!","ولا لأزواج لمالاكييان جداد, هاها","Neither husbands nor wives are perfect, haha."
Let's make a royal barbecue!,يالاه نديرو حافل شيواء مالاكي,Let's go grab a quick bite to eat.
You think I should do that?,واش كادان خاسني ندير داكشي?,Is he really going to do that to me?
Sorry I don't understand what you mean,سماح لييا مافهامتش أش كاتعني,"Allow me, I didn't understand what it means."
"Come on, let's do it this way!","أجي, خلينا نديروها بهاد طاريقا","Come on, let's do it this way."
"Yes, I was able to have lunch","أه, راه قدرت ناكول لغدا","Oh, I managed to eat tomorrow."
This morning my car broke down,هاد سباه خاسرات لييا توموبيلتي,This spa offers special discounts for my clients.
"No, I had to walk home","لا, كان خاسني نتمشا لدار","No, he left me to go home."
If only that,كون غير كان غير هادشي,"Be different, be something else."
You need to get some ice on it,أتحتاج شوييا ديال تالج عليها,You need a little bit of luck with that
I wanted to call a cab,كنت بغيت نعايات علا تاشي,I wanted to comment on something
I hope they don't notice anything wrong,نأملو مايلاحدوش حتا شي خاتاء,We hope they don't reveal anything at all.
I don't have anything to celebrate,ماعنديش حتا حاجا نحتافال بيها,I don't even have anything to brag about
I do think that could be a solution,كانضن هادا ياقدار يكون حال,I think this could be fate.
Basically you are under stress,نتا فل أساس تاحت ضاغط,You're basically under pressure.
"Noted, thank you again.","قيّدتها, شوكران ليك مرا خرا","I tied her up, thank you very much, you jerk."
not those horrible french fries!,ماشي ديك لبطاطا لماقلييا لخايبا,"It's not just any potato, it's a fried one."
"Do you want beets with them, too?",واش بغيتي لباربا معاهوم تاهيا,Do you want to argue with them until they get tired?
we are not preparing an italian meal,حنا راه ماكانوجدوش واجبا تاليانييا,We didn't find any Italian restaurants.
Maybe some more cheese?,ياقدار معا شوييا ديال فرماج?,"Can I have a little bit of cheese, please?"
Okay for the English meal.,واخا علا لواجبا ت النڭليز,Even if it's about English homework
How big for the French fries?,أشناهووا لحاجم ديال باطاطا ماقلييا,They are discussing the recipe for fried potatoes.
I'll just cut a couple and show you,غادي نقاتاع جوج أُ نورّيك,I'm going to buy a few things to show you.
just get on and don't talk so much,غير كامال أُ ماتهدارش بزاف,Only the perfect one doesn't make mistakes.
is that gonna do it?,واش هادشي غادي إقضي لغاراض?,Is this going to solve the problem?
you won't even have a head!,ماغاديش يكون عانداك حتا راس,He won't even be there until late
so it's all her fault then!,إدان راه كولشي لخاتاء ديالها,Idan is taking care of everything for his sister.
Are you angry?,واش نتا طالع ليك دمّ?,Are you getting angry?
Are you angry?,واش نتي طالع ليك دمّ?,Are you getting angry at me?
I've been waiting for you for two hours,هادي ساعتاين أُ أنا كانتسنّاك,I've been waiting for you for two hours.
He's been asleep for a long time,هادي مودّا أُ هوا ناعس,This weather makes me feel sleepy.
Is this Hicham's book?,واش هاد لكتاب ديال هيشام?,Is this Hisham's book?
Is this house Malika's?,واش هاد الدار ديال ماليكا?,Is this the house of the queen?
I want to wash my hands with soap,بغيت نغسل يديا ب صابون,I want to wash my hands with soap.
It is twenty-five minutes past six,هادي الستّا أُ خمسا أُعشرين,This woman is twenty-five years old.
It is twenty-five minutes past six,هادي الستّا أُ خمس قسام,This woman is one of a kind
It is eight thirty-five,هادي التمنيا أُ سبع قسام,This wish has seven parts
Driss and Fatima don't want soda,ضريسّ أُ فاتيما مابغاوش لموناضا,Dress and Fatima don't want to talk to each other.
There are many books on the table,كاينين بزّاف دلكتوبا فوڭ طبلا,There are many drums in the music store.
"No, I don't have a house in the US","لا, ماعنديش دار ف لميريكان","No, I don't have a house in America."
