eng,darija_ar,transl
they call him names like 'square eyes',كايڭولو ليه سمييات بحال 'لعيون لموراباعا',"They call him names like ""the eyes of the owl""."
actually that might be a good solution,فلواقيع إقدار إكون هادا حال مزيان,"In some situations, it's good to be like this."
I'm sorry I didn't mean to press 'send',سماحليا ماكنتش قاصد نبراك علا 'يرسال',"Sorry, I didn't mean to click on 'send'."
I am impressed by the depth of what you're saying,أنا منباهر بلعومق ديال شنو كاتڭول,I am amazed by what you are saying.
There's a lot of ducks this year,كاين بزاف ديال لباط هاد لعام,There are many strawberries this year.
everything is Trump's fault nowadays,كولشي ها خاتاء طرومپ هاد ليامات,Everyone is talking about Trump these days.
It's true for short-term decisions,هادشي سحيح بنسبا لقارارت لقسيرات لأماد,This is correct according to the decisions of the authorities.
I'm very worried about the disappearance of the bees,أنا ماشطون بزاف بسباب ختيفاء نحال,I don't walk a lot because of my knee pain.
they're cute and look good on posters,هوما غزالين أُكايبانو زوينين فل مولصاقات,They are gazelles that are beautifully displayed in the zoo.
"No, I've never been here before","لا, ماعمري كانت هنا من قبال","No, I have never been here before."
I think I came from that way,كانضن بلي جيت من ديك تريق,I think you came from that neighborhood.
Isn't the moss still supposed to grow north?,واش ماخاسش طاحاليب إنوضو ف شامال?,Did you see any snowflakes falling in the North?
Do you have any food or drink with you?,واش عانداك شي ماكلا أُلا شراب?,Do you have any food or just drinks?
Do you have any food or drink with you?,واش عانداك شي مايتكال أُلا مايتشرب?,Do you have something that can be eaten but not drunk?
"Yes, I still have water in my bag","أه, باقي عندي لما فشكارا ديالي","Oh, I still have some things in my backpack."
"In that case, I'd like a little mojito","فهاد لحالا, بغيت شوييا ديال موجيتو","Right now, I want a little bit of Mojito."
"A coffee, some water and a mojito!",قاهوا أُشوييا ديال لما أُ موجيتو!,They had a barbecue when I visited them!
"Hence the necessary coffee, and a mojito","علا هادشي لقاهوا ليخاسا, أُ موجيتو","They found out who did it, it's Mojito."
Aren't any of your colleagues going to join you?,واش ماغايلحقوش عليك ناس من لخدما?,Are people bothering you at work?
"I think he'll have a mojito, too",كانضن بلي غادي ياخود موجيتو تاهووا,I think he's going to take his umbrella in case it rains.
It's true that my short hair can make you doubt,بساح شاعري لقسير إمكان إخليك تشاك,"In the poet's square in Chefchaouen, you might feel inspired."
But I'm working as an engineer on a big site,والاكين كانخدام كا موهانديس فماوقاع كبير,The workers were using heavy machinery in a large construction site.
or take a shower after a day in the field,أُلّا ندووش مورا نهار ف لحاقل,We don't have class tomorrow in Lahkhal.
"No, you need it, too","لا, نتا أتحاج ليها حطا نتا","No, you're the one who needs to put it."
because it wouldn't be fair to the other students,حيت ماغاديش إكون عاديل لتولاب لاخرين,Because I won't be kind to others anymore.
The goal is to teach you to work as a team,لهاداف هووا نعلّمك لعامال كا فاريق,This is how we teach you how to do things differently.
I just feel stressed at the going up and down,كانحاس بتاواتور ملي كانقلعو أُملي كانهابتو,"I felt like a tourist when I left, my heart was heavy."
I will try to switch off and not think about it,غادي نحاوال نوقاف تشغيل أُمانفاكرش فهادشي,I will try to stop overthinking about this.
I think the champagne sounds more fun,كاندان بلي شامپاڭن كاتبان مومتيعا كتار,"When shampooing, they write a lot of nonsense."
I'm not one for sleeping in odd places,أنا ماشي ديال نعاس فلأماكين لغاريبا,I'm not sleepy in strange places.
because I'm in charge of business,حيت أنا مسأول علا واهد شاريكا,Because I am responsible for one partner.
"And you, for what reason do you travel?","أُنتا, علا أش من ساباب كاتسافار?","You, how many suitcases are you carrying?"
"family stuff, my son lives in Paris","دوروف عاإلييا, والدي كايعيش ف پاريس","Dorof is my family, my parents live in Paris."
what do you intend to do with them in Paris?,شنو ناوييا ديري معاهوم ف پاريس?,What are you planning to do with them in Paris?
thanks for helping me calm down,شوكران ليك حيت عاونتيني باش نتهدّن,Thank you because you helped me to succeed.
I can't stop thinking about ice-cream,ماكانقدرش نحبس تفكير ف لا ڭلاس,I couldn't focus in any class
Let's say together with your difficulty,خالينا نڭولو بجوج معا صوعوبا ليعنداك,Let's go eat couscous together at the restaurant you like.
Do you always think of the ice?,واش نتا ديما كاتفاكار ف تلج?,Do you always ski in the snow?
It will just remind me of my inability to resist,غادي غير تفاكارني بلي ماكانقدارش نقاوم,He will just disappoint me because I couldn't resist.
I constantly have ice-cream round my mouth,عندي ديما إس كرام ف فمي,I always have good manners in my mouth.
especially when the cat gets covered in it too!,أكتاريا ملي لمشا تاهيا كاتعمر بيه!,"Most of the time when you get lost, you end up finding your way!"
and it snowed for four days straight,أُتاح تالج شي رباع أيام متابعا,I have been working on this project for four consecutive days.
But I'll eat any flavour you give me,والاكين أناكل أي ناكها عتيتيها ليا,The food we eat is the one we crave for.
would you like some icecream?,واش بغيتي شوييا ديال إس كرام?,Do you want some Skhirat tea?
It's currently melting in my bag,راه كايدوب دابا ف ساك ديالي,He's knocking on my door right now.
You'll be able to vouch for me!,غادي تكون قادر علا تدافع ليا!,You will be able to defend me!
in case of stopping the elevator between floors,فحالات وقف ل'اسسنسور بين لس إتاڭس,"In case of elevator breakdown, use the stairs."
Does this happen often?,واش هادشي كايوقاع فبزاف ديال مرات?,Does this happen often?
"Lots of guests, lots of speakers!","بزاف ديال دويوف, بزاف ديال لموحاضيرين","A lot of clouds, a lot of raindrops."
I'm sure you're doing the best you can,أنا متأكاد بلي كادير جهداك كاملو,I am sure that you are doing your best.
It's good to know our work is appreciated,مازيان نعراف بلي لخدما ديالنا كاتقادّار,We know that our work is appreciated.
It's been a while since I've been on holiday,داز وقت طويل ملي كنت فعوتلا,I spent a long time when I was in the hammam.
I have to say that the pay isn't great here,أيخسني نڭول بلي لخلسا مامزياناش هنا,I have to say that the food here is not very good.
I'll think about what you just told me,غادي نفاكار فهادشي ليڭلتي ليا دابا,I will think about what you told me now.
we might even still be able to make the meeting on time!,نقدرو مازال نوصلو ل إجتيماع فلواقت!,We can still make it to the meeting on time!
Can you help me organise it?,واش إمكان ليك تعاوني فتانضيم ديالها?,Can you help me with its organization?
Would you like a special atmosphere?,واش بغيتي شي جاو إكون خاس?,Do you want something specific to be included?
I would like to bring my own cake as well,بغيت نجيب معايا لكيكا ديالي تاهيا,I want to bring my camera with me to the beach.
And not all bars allows balloons,أُ ماشي ڭاع لبيران كايسمحو بنفّاخات,"In Ifrane, they allow snowball fights."
then you can bring dessert!,أُمن بعد إمكن ليك تجيب دسّرت!,I believe you can still get dessert!
I'll get the peppers ready and take a picture of them,غادي نوجاد لفالفلا أُنخود ليهوم تسورا,I will go to the waterfall and take some pictures there.
You are not here to be a joker,نتا ماكاينش هنا باش تكون جوكر,You're not here to be a joker.
"I say, I refuse to cook garlic!","ڭالت ليك, أنا مابغيتش نطيّب توما!","She told you, I didn't want to bake them!"
But get something to eat with it,والاكين خود شي حاجا تاكلها معاها,"And the ones who are there, take something to eat with them."
And of course they're homemade!,أُ طابعان راه مڭادّا ف دار!,Two stamps are missing at home!
Will they be here all night?,واش غادي إبقاو هنا ليل كامل?,Are they going to stay here for the whole night?
"They're very noisy, but very nice",فيهوم صداع بزاف والاكين لايعمّرها دار,They have a severe headache and the doctor says it's due to stress.
Do you ever have a go at karaoke too?,واش عامراك درتي ل كاراوك تانتا?,Have you ever done karaoke before?
And what do you do otherwise?,أُ أشنو كادير من غير هادشي?,What are you doing without this?
but there no paid vacancies for this,والاكين ماكاينين حتا عوطال مخلّصا فهادشي,There aren't even any monkeys left in this place.
"But you can't study everything, can you?","والاكين مايمكنش ليك تقرا كولشي, كاينا?","Sometimes you can't read everything, right?"
that is life's final discovery,هادا هوا لكتيشاف لخر ديال لحايات,This is the last chapter of the story.
a mixture of any of these,خاليط من أي حاجة من هادو,A mix of anything from these.
"Put it all in, it'll be perfect","حات كولشي فيه, غادي يكون ميتالي","He will do everything, he will be successful."
And there's no big world of interest,أُ ماكايناش عالام كبير من لإهتيمام,There is no big issue of concern.
"Forget your work, you've had enough sleep","نسا خدامتاك, راه خديتي نعاس كافي","Women have taken care of you, as you have had enough rest."
"Oh no, I think we're lost and it's starting to get dark","أُه, كانضن تواضارنا أُ بدا ضلام","Oh, I think we got lost in the dark."
"Yeah, that's a good idea, but we don't have a tent","أه فيكرا مزيانا, والاكين ماعندناش خيما","Yes, the weather is nice, but unfortunately we don't have a tent."
Did you see a place to shelter nearby?,واش شافتي بلاصا فين نتخبّاو قريبا?,Have you seen a place where we can meet soon?
we hope there are no wild animals in the forest,كانتماناو متكونش حاياوانات بارييا ف لغابا,We were not expecting to encounter wild animals in the forest.
I hope it's someone who has come to rescue us!,كانتمانا يكون شي حادّ ليجا يعتاقنا,We need someone sharp to help us.
Have you got anything to give them?,واش عانداك شي حاجا تاعتيها ليهوم?,Do you have something for them?
"Yes please, that would be great","أيه عافاك, غادي يكون هادشي زوين","Please, this is going to be nice."
although they've melted a bit in the heat,واخا راه داب شوييا ف لحارارا,Even though it's a bit cold in the evening.
I was thinking of something a bit more exciting,كنت كانفاكار فشي حاجا أكتار إتارا,I used to be involved in many things at once.
Perhaps I should eat something as well,إمكن خاسني ناكول شي حاجا تاهيا,Maybe we should eat something delicious.
Shall we play badminton or tennis?,واش نلعبو كورات ريشا ولا تينيس,Should we play soccer or tennis?
Have you been able to participate in the meeting anyway?,واش قدارتي تشارك بعدا ف إجتيماع?,Can you attend the meeting later?
You think they made fun of you?,واش كادان بيلا كانو كايضحكو عليك?,Are they making fun of you behind your back?
then the lift broke down between floors,من باعد خسار لماسعاد بين تاوابيق,Distance brings loss between two friends.
That's probably why I see things more serene,غاليبان هادشي علاش كانشوف لحوايج بهودوء,"Usually, that's why they see things calmly."
What is that strange noise and shaking?,أش هاد سداع أُ إرتيعاش لغاريب?,What is this feeling of nostalgia?
I got up a little early to get on the plane,أقت بكري شوييا باش نركاب طايارا,I will wake up early to catch the flight.
I need that coffee to wake me up a bit!,خسّني ديك لقاهوا باش نفيق شوييا,Let me find it so I can wake up a little
Flying for the first time is a bit of a special occasion,طاياران لأوال مرا راه موناسابا خاصّا,"The first time I saw him, he seemed mysterious."
Which chocolate company do you work for?,أشمن شريكا ديال شوكلات فاش خدام,How many chocolate bars do you want to buy?
"I'm an auto contractor, and I'm working on my account.","أنا موقاويل داتي, أُ كانخدام لراسي","I'm feeling dizzy, I need to lie down."
Then what do you put in the blender?,أُ من بعد أشنو كادير فلخالّاط?,What else are you doing in the kitchen?
I need to be careful not to add too many though,خاسني نراد لبال باش مانزيدش بزاف,Let me rest for a bit so I don't get too tired.
All you have to do is train,لحاجة لواحيدا لي خاساك هيا تادريب,Sometimes you need someone who pushes you to train.
Should I garnish it with anything else?,واش خاس تزايانها بشي حاجا خرا?,Are you planning to sell it for a bad thing?
Do it and send it to the gym,ديرها أُ سيفتها ل لا سالّ,Take it to the repair shop before it stops working.
Our special dish today is chicken,طاباق ديالنا لموماياز ليوما هووا دجاج,Our lunch for today is chicken with lemon.
It seems to be looking for someone,بان لييا كايقالاب علا شي حاد,He seems to be upset about something
He's probably better off with us than outside,إمكان حسان يكون معانا علا برا,Maybe Hassan can join us outside.
"Here's your bill, it comes to 15 dhs","هاهييا فاتورا ديالك, واسلات 15 دهس","Here is your bill, and it amounts to 15 dollars."
I was thinking about doing this next Saturday,كانت كانفاكار نديرها نهار سابت جاي,I used to go shopping on Saturdays.
I know a couple of Thai restaurants but they're not cheap,كانعراف شي ماطاعيم تايلاندييين والاكين مارخاسش,I tried some Thai dishes but didn't like them.
I think there's one in the old harbor,كاندان كاينا واحدا ف لمارفاء لقديم,There used to be a castle in the old medina.
Yes I'll get in touch with them for you,"أه, غادي ناتواسال معاهوم علا قابلاك","Oh, I will talk to them about meeting you."
And we can cook together in the morning!,أُ نقادرو نطايبو لماكلا بجوج فسباه,We can buy it when we go to the market.
But I haven't got time to tell you why,والاكين ماعنديش لواقت باش نڭوليك علاش,I don't have the means to tell you why
Have I ever seen you around that pond?,واش فايت شافتاك حدا ديك لبيركا?,Did anyone see you at the park yesterday?
"I like to come to this park, too","عزيز عليا نجي لهاد لحاديقا, تاهيا","I really like going to these gardens, it's relaxing."
I just wish they hadn't put in the playground over on the other side,كانتمانا كون ماداروش لمالعاب فجيها لوخرا,We didn't play games at her house yesterday.
there are stadiums for that sort of shenanigans,كاينين مالاعيب لهاد ناوع ديال لخوداع,There are many games of this type available.
I just hope they don't make too much of a ruckus,كانتمانا غير مايديروش بزاف ديال سداع,We don't do a lot of activities together.
I'm not planning on inviting the Queen of England!,ماكانخطاطش نعراد علا ماليكا ديال إنڭلاتيرا,I didn't plan to go to England this year.
The wedding was stunning was'nt it,كان لحافل ديال زواج مودهيل أولّا,The wedding bus was decorated beautifully first.
Are you going to wear a princess crown?,واش غادي تالباس تاج ديال أميرا?,Are you going to wear a princess crown?
So what made your day so bad today?,أشنو خلا نهاراك خايب بزاف ليوم?,What made your day so disappointing today?
This morning my car broke down,هاد سباه خاسرات لييا سيارا ديالي,This spa caused me to lose my car.
How much is it going to cost to get the car fixed?,شحال خس تلفلوس باش تساياب سايارا?,How much money do you need to buy a car?
Tomorrow I can drive you to work,غدا إمكان لييا نسوڭ بيك لخدما,Tomorrow I might forget about work.
what are we going to serve our customers?,أشنو حنا غادين نقدّمو لكليان ديالنا?,What are we going to offer our clients?
And everybody is stressed by this manager?,أُ كولشي مسترسّي معا هاد لمودير?,Is everything okay with this director?
people you can talk to easily?,شي ناس تاقدار تهدار معاهوم بسوهولا?,Some people are capable of dealing with them easily.
They're managers of the other departments,راهوم موديرين ديال ل أقسام لوخرا,They are managing the departments over there.
But I'm going to try to set up your suggestion,والاكين غادي نحاوال ندير لقتيراح ديالك,And the ones who are going will try to take care of yourself
I'll try to put a few days off,غادي نحاوال ناخود شي يامات عوطلا,We will try to get some souvenirs from the market.
sorry - just before going to bed,سماح لييا - قبال مانمشي نعس,Excuse me - let me rest before we go.
And chamomile tea before bed!,أُ أتاي ديال بابونج قبال نعاس,I drink chamomile tea before sleeping.
I was going to suggest that too!,كانت غادي ناقتاراح هادشي تا أنا,She was going to forget about this until I reminded her.
"cut those potatoes into proper english chips, now",قتاع دوك لبطاطا لراقاإق إنجليزييا موناسيبا,Cut the potatoes into small cubes for the English-style omelette.
"for goodness sake, english, I said don't you understand anything","هالعار, نڭليزيا, ڭلتليك واش ماكاتفهم والو","This shame, in England, Celtic, I don't know if they understand or not."
Maybe with some basil then?,إمكن معا شوييا ديال ريحان إدان?,"Can I have a little bit of fresh mint, please?"
this will be a proper english meal,غادي تكون هادي واجبا إنجليزييا موناسيبا,This will be an English assignment specifically designed
although in england they do grow beetroots,واخا فنّڭليز كايزارعو جدار ديال لباربا,"Even in English, they cultivate the walls of the barbary fig."
And how long have you been in charge?,أُ شحال ديال لواقت كنتي ماسأل?,How many watches did you ask about?
"Ma'am, are we going to be in control soon?",أُستادا واش غادي إكون متيحان قريب?,"Professor, will the exam be available soon?"
and how is YOUR book going to help me calm down?!,كيفاش غادي يعاوني كتابك باش نتهدّن?,How will your book help me to improve?
"It's not you, I'm the one who's scared of flying, okay?","ماشي نتا, أنا ليكانخاف طاياران, واخا?","Not you, I'm the one who's afraid of flying, what about you?"
And I'm talking about essential oils.,أُ أنا كانهدار علا زويوت أساسييا,I was looking for essential oils
"And the pilot, he's not suicidal, I hope.","أُ ل پيلوت, ماشي نتيحاري, كانتمانا","He's the pilot, not you, I am."
I drink tea and coffee without sugar,كانشرب أتاي أُ لقهوا بلا سكّار,I drink tea or coffee without sugar.
I want just a cup of tea,بغير غير شي كاس ديال أتاي,I want a cup of tea.
It is eight thirty-five,هادي التمنيا أُ خمسا أُ تلاتين,This wish costs thirty-five.
Do you have change for 200 dhs?,واش عندك الصرف ديال 200 دهس?,Do you have change for a 200 dirham note?
My cousin and I are the same age,أنا أُ ولد عمّي قدّ قدّ,"I am my cousin's son, that's it."
I found a salmon and beef cheeks,راه لقيت سالامون أُ لحام لباڭري,I found Solomon the blacksmith.
this food won't cook itself,هاد لماكلا ماغاديش إطياب راسّو براسو,This guy will never admit his mistake.
that's the fifth time this month!,هادي هيا لمرا لخامسا هاد شهار!,This is the fourth time this month!
I'm surrounded by incompetents,أنا دايرين بيا غير ليماشي أكفاء,I am looking for someone other than those who are competent.
I won't let that happen chef,ماغاديش نخلي هادشي إوقاع أ شف,I won't let this happen again.
What's that got to do with it?,أشنو وقاع باش ديرو علا داكشي?,What do you need to do about that?
"Well, he is in my golf club!",واخا هوا ف نادي لڭولف ديالي!,And he is at my golf club!
"You know him personally, so you favor him","نتا كتعارفو شاخسيان, داكشي علا كاتفادلو","You know the situation, that's what they're discussing."
There must be other teachers who don't play golf,أيخاس إكونو أساتيدا خرين ماكايلعبوش لڭولف,"Some of them are teachers, while others don't play golf."
I can't imagine Mrs Noha playing golf,ماكانقدارش نتخايال اللا نوها كاتلعاب لڭولف,I couldn't imagine not trying it as she was playing golf.
we've been dating for nearly a year now,كنّا مساحبين شي عام هادي دابا,"We were planning something last year, but not now."
Can I quote you on that?,واش إمكان ليا نقتاباس هادشي منّك?,Is it possible for me to quote this from you?
How many words is a short essay?,شحال ديال لكالمات هووا ماقال سغير?,How many words did he say?
But you must respect that new deadline,والاكين خاساك تاحتارم لماوعيد نيهاإ جديد,Respect others if you want to be respected in return.
What kind of party do you think it should be?,أشمن نوع ديال لحافلا ليخسها تكون?,What kind of blanket do you prefer to use?
"Oh yeah, the '80s, that's a great idea!","أُه أه, تمانينات, هادي فيكرا مزيانا!","Oh, the eighties, those were good times!"
I should still have tapes somewhere,إقدرو إكونو عندي أشريطا فشي بلاسا,They can be at my place buying tapes in the plaza.
I can make one if you want,إمكان ليا نقاد وحدا إلا بغيتي,I can only guide one person at a time.
"Oh, no, it's happening again!","أُه, لا هادشي كايوقاع مرا خرا!","Oh, this is a total disaster!"
do you think we should call for help?,واش كادان بلي خاسنا نتلبو لموساعادا?,Did he say that we should meet at the mosque?
or will someone notice soon enough?,أُلا شي واحد غادي إلاحض قاريبان?,Is someone going to pick up the relatives?
I won't do anything of the sort,ماغاديش ندير شي حاجا بحال هادشي,I'm not going to do anything like this.
Do you think those berries are edible?,واش كادان بلي هاد توت كايتكال?,Does he know that this berry is poisonous?
This is really exciting being lost like this!,هادشي موتير باش تخسار بحال هاكّا!,This diet is effective for losing weight like this!
You have to put more cream in it,خاساك تدير بزاف ديال لكرام فيه,You should be careful with many of the people around you.
"Well, I don't have too much energy right now","واخا, ماعنديش بزاف ديال الطاقا دابا",I don't have much energy right now.
I'll take my nap then,غادي ندير لقايلولا ديالي من باعد,I will call my friend later.
There is lots to organise though,كاين بزاف ديال تانديم واخا هاكاك,There are many activities and stuff like that.
I ate three frogs and two snails,كاليت 3 ديال دافاديع أُجوج بربّوشات,I bought 3 pairs of slippers yesterday.
Do you see green and red together all the time?,واش كاتشوف لحمار أُلخدار بجوج ديما?,Do you always see donkeys in the neighborhood?
You really think it's possible to get three?,واش كادان بلي مومكين تشدّ تلاتا?,Is it possible to pick up at three?
They'd need to be very close together,أيخاس إكونو قراب بزاف من بعاديياتهوم,They seem to be very close to their friends.
I have been feeling very sad lately,كانت كانحاس بحوزن كبير هاد تاواخير,I have been feeling a great sadness lately.
"In parallel, we cut down half the pills","فنفس لوقت, قتاعنا نوس ديال لحبوب","At the same time, we need a bag of seeds."
"But there's still chocolate, you want some?","والاكين مازال كاين شوكلات, بغيتي شوييا?","There is still chocolate left, do you want some?"
do you want me to bring you something?,واش نجيب ليك معايا شي حاجا?,Should I bring you something with me?
Bring me a cup of water,جيب ليا عافاك كاس ديال لما,"Get me a glass of water, please."
your room is on the second floor,لبيت ديالك كاين ف الطبقا التانيا,Your house is on the second floor.
don't pretend you are sorry,مادّيرش براسك بلّي بقا فيك لحال,"Don't overthink it, just focus on yourself."
What kind of dance you practice ?,أشمن ناوع ديال الراقص كادّير ?,What type of dance is he/she doing?
I do comtemporary dance and hip hop,كاندير الراقس التاعبيري أُ لهيپ هوپ,I can't express my feelings
I sometimes forget my keys,أنا بعض ل مرّات كانسا سوارتي,Sometimes I forget my keys.
He has schoolwork to do,عندو التامارين ديال مدراسّا خسّو يديرهوم,He has the textbooks of the subjects they failed to study.
He went to a fashion show,مشا يتفرّج ف عارد ل أزياء,He went to watch a fashion show.
Listen to your elders,سمع ل الناس لي كبر منّك,Listen to the people who are older than you.
"Go straight, then took the first left",سير نيشان أُ دور علا الليصر,Go straight then turn left at the traffic light.
How long will he stay here?,شحال ديال لوقت غادي يبقا هنا?,How long will he stay here?
Wild animals live in the jungle,لحاياوانات لبارّييا كاتعيش ف ل أدغال,Wild animals like panthers live in the jungle.
I like animals for example cats and dogs,كايعجبوني لحاياوانات بحال لقطوط أُ لكلاب,I like animals such as cats and dogs.
Put the chicken pieces in the casserole,دير طريفات ديال الدجاج ف كاسرونا,Make chicken skewers in Casablanca.
Rabbits hop from place to place,لقنييّات كاينقزّو من بلاصا ل بلاصا,Taxis move from one place to another.
Ducks also lay eggs like chicken,لبط حتّا هووّا كايبيّد بحال دجاج,Even the duck is pretending to be like a chicken.
Bear has strong and sharp nails,الدوب عندو ضفران سحاح أُ ماضيين,The bear has sharp claws and two teeth.
He went to the cinema last Wednesday,مشا ل السينيما لاربع اللي فات,He went to the cinema the past four Fridays.
The florist made up an attractive bouquet,مول لورد صاوب واحد لبوكي زوين,Mr. Lord made a nice dish.
I always have boiled egg for breakfast,ديما كانّاخود لبيض مسلوق ف لفطور,I always have boiled eggs for breakfast.
Come on! I'll buy you lunch,يالّاه ! غادي نشري ليك لغدا,Alright! I will buy it for you tomorrow.
That jacket fits you perfecty,هاديك الجاكيطا جات معاك من داكشي,That jacket came with you from there.
This jacket is available in various colors,هاد الجاكيطا كاين فيها ألوان مختالفا,This jacket has different colors.
It's still too cold to wear shorts,مازال كاين لبرد بزف علا الشورطات,There is still cold weather with snow on the mountains.
I recognized her by her white hat,عرفتها غير من الشاپّو لبيض ديالها,I recognized her just from her egg-shaped head.
Are you really running in boots?,واش من نييتك كاتجري بل بوط,Is it happening according to your plan?
His boots were covered in mud,ليبوط ديالو كانو مغطّيين ب لغيس,His feet were covered in mud.
I used to wear hoodies as a teenager,كونت كانلبس لقوبّييات فاش كونت موراهيق,I used to wear hoodies when I was feeling lazy.
I recored all my thoughts in a notebook,كانسجّل ڭاع لأفكار ديالي ف موداكّيرا,I keep all my ideas in a notebook
Are you in math class?,واش كاين ف لحيصّا ديال لماط?,Is there a pharmacy in the neighborhood of Lamatt?
Many people live in Asia,بزّاف ديال الناس كايعيشو ف أسيا,Many people live in Asia.
How often have you been to Ukrain?,شحال من مرّا كنتي ف أُكرانيا?,How many times have you been to Ukraine?
Africa has 53 nations,إفريقيا فيها خمسا أُ تلاتين داولا,Africa has thirty-five countries.
Mexico is located in north America,ل ميكسيك كاينا ف أمريكا الشامالييا,Mexico is located in North America.
A lot to see in South America,كاين مايتشاف ف أمريكا ل جانوبييا,There is a waterfall in America called Niagara.
The atlantic ocean is immense,ل موحيط ل أطلاصي كبير بزّاف,The environment of the mountains is very beautiful.
A cold sore on my mouth refused to heal,عندي سخانا ف فمّي مابغاتش تبرا,I have a toothache and it doesn't want to go away.
Where there is love there is faith,فينمّا كاين لحوب كاين ل إمان,"Where there is love, there is peace."
I like watching romantic movies,كايعجبني نتفرّج ف ل أفلام الرومانسييّا,I like watching romantic movies.
I'm a big fan o Kpop,أنا موعجاب كبير ب لكي پوپ,I am a big fan of LK Pup.
What would you say if I asked you out?,شنو غادي تڭول إلا عرضت عليك?,What will you do if I offer you?
I woudn't do that if I were you,كون كنت بلاصتك ماكنتش غاندير هادشي,"If I were in your place, I wouldn't do this."
May I speak with your boss?,واش نقدر نهدر معا لمودير ديالك?,Can we talk to your manager?
Would you like to leave a message?,واش بغتي تخلّي ليه شي ريسالا?,Do you want me to leave him a message?
Could you ask him to call me back?,واش طقدر تڭولّيه يعاود يتّاصل بييّا?,Can you tell me if he can contact me again?
It doesn't make any diffrence to me,ماكاينش حتّا شي فرق بنّسبا لييّا,There is no difference at all as far as I'm concerned.
I have no opinion on the matter,ماعندي حتّا شي راإي علا لمووضوع,I don't even have an opinion on the matter.
What about having a snack?,شنو بان ليك الناخدو شي صقاطا?,What do you want us to bring you from the market?
I hate going to the dentist,كانكره نمشي عند الطبيب ديال السنان,I hate going to the dentist.
Can I just add something?,واش نقدر غير نزيد شي حاجا?,Can we add something else?
I'm really happy to inform you that you succeded,أنا فرحان بزّاف نڭولّيك بلي نجحتي,I'm very happy to tell you that you passed.
Do you know where is his shop?,واش عرفتي فين جا لماحالّ ديالو?,Do you know where he went when he left?
How can I get to the train station?,منين نقدر نمشي للماحطّا ديال التران?,From where can we go to the train station?
Is this the way to the police station?,واش هادي هييّا طريق ديال لكوميسارييّا?,Is this the way to the commissioners' office?
How long have you been feelig like this?,شحال ديال لوقت ونتا كاتحس هاكّا?,How much time do you feel like this?
do you have it in any other color?,واسه كاين هادا ف لون أخر?,Is this available in another color?
how much is it to send a post card to the usa?,بسهحال غادي نسيفت كارت پوستال ل'ميريكان?,How much will it cost to send a postcard to America?
how often do you water your garden?,سهحال من مرّا كاتسقي جاردا ديالك?,How many times does your neighbor water your garden?
what materiels do you use in the construction?,سهنو لماتريال اللي تاتستعملو ف لبني?,What materials do you use in construction?
he's been in morocco for three years,هادي تلت سنين و هووا فلماخريب,This is the third year and he is in high school.
"you're sweet, do you want to be with me?","نتي زويونا, واش بغيتي تكون معايا?","You're my guest, do you want to be with me?"
i'm going to think about this a lot,أنا غادي نفكر ف هادسهي بزّاف,I'm going to think about this a lot.
"last year, we traveled to newyork","لعام اللي فات, سافرنا لنو يورك","Last year, we traveled to New York."
they sang at the party on saturday,هوما خناو ف لحفلا نهار سبت,They are going to a party on Saturday.
is there a museum in the neighbourhood?,كاين شي ماتحاف قريب مان هنا?,Is there a supermarket nearby here?
do you want to learn a few words?,واش بغيتي تعالم باعد لكالمات ?,Do you want me to teach you some words?
"morning, at a quarter to nine","سباح, معا تمانيا أُ خامسا ورابعين","Swimming, along with eight, five, and forty."
can you take my luggage?,واش يامكان ليك تاخد لباڭاج ديالي?,Can you take my luggage?
"excuse me, how much do i owe?","سماح ليا, شحال خا نخالاس ?","Excuse me, how much is the rent?"
"yes, i'll bring it to you right away","واخا, أنا غادي نجيبو ليك دابا",And I will bring it to you now.
do you have the train's time table?,واش عانداك تاوقيت ديال لترانات ?,Do you have the train schedule?
"excuse me, which train goes to the city?",فين هووا تران ديال لمدينا عافاك?,"Where is the train station of our city, please?"
you can call him on his mobile phone,واش مومكين تعايتي ليها فل پورتابل?,Is it possible to download it on a laptop?
what is the weather forecast for tomorrow?,أشنو هييا أحوال تاقسّ ديال خادّا?,How is your brother's wife doing?
where is the nearest chemist's shop?,كاين شي فارماسيان قريب من هنا?,Is there a pharmacy nearby?
a thief stole my bag yesterday,واحد راجل شفر لييا ساكي لبارح,A man saw me drunk yesterday.
im going to new york next week,أنمشي ل نو يورك سيمانا جايا,I'm going to New York next week.
i'm so sad that i need to leave,بقا فيا لحال خاسّني نمشي فحالي,"I was left alone, so I decided to go by myself."
this is the best juice i've had so far,هادا أحسّن عاسّير دقت ف حياتي,This is the best thing that has ever happened in my life.
he has skipped classes a lot this year,ماجاش لقيسّم بزّاف هاد ل عام,Lqissam didn't come much this year.
that's a bit of an exaggeration,قويتي / عيقتي / زدتي فيه,You excelled in it.
i'm not sure if i wanna go or not,مامتءكدش واش باغي نخروج ولا لا,I'm not sure if I want to go out or not.
cry all you want no one cares,خا بكي تا واحد ماماديها فين,Go look for it until you find it.
take the first road on the right,دور معا أول تريق علا ليمن,Look for the first turn on the left.
take the second road on the left,دور معا تاني تريق علا ليسّر,Look for another way to solve the problem
"sounds fun, but i'm not available","هادش كيبان زوين, والاكين ماخانكونش مسالي","This looks good, but appearances can be deceiving."
