eng,darija_ar,transl
Plus I have a frisbee!,زيد عليها عاندي فريسبي!,"Add to it, I have a Frisbee!"
Show me how you do it,ورّيني كيفاش كادير ليها,Show me how to do it.
I know that I'm pretty good,أنا عارف راسي واعر,I know what I'm doing.
I don't think you're gonna make it up to him,ماكانضنش غادي تڭدّ عليه,I didn't think you would rely on him.
It depends on the client,هادشي كايعتامد علا لكليان,This depends on the clients.
"Otherwise, I don't.","من غير هادشي, ماكانديرهاش","Without this, I wouldn't have done it."
Well I could have one then,واخا ناقدار ناخود واحدا,"Even if we can, we won't take one."
Would you like an orange juice?,واش بغيتي عاصير تليمون?,Do you want a lemon juice?
We have some special plates,عاندا شي أطباق خاصّا,She has special dishes
It's very good with a mojito,راه مزيان معا موجيتو,He's doing well with his girlfriend.
"Ok, I think I understand sort of","واخا, كانضن فهامت شوييا","Well, I think I understand a little"
Would you like a punch?,واش بغيتي شي بونيا?,Do you want anything specific?
"Don't worry, I'll do it right now.","ماتخافش, غادي نديرها دابا","Don't worry, I will do it now."
I can do that to you,نقدار ندير هادشي ليك,I can do this for you.
No sauce though,أه أُ بلا سوس,"Oh, I'm without sauce."
Thanks again!,شوكران ليك مرا خرا,"Thank you very much, you're a great help."
"Ok, shaken or stirred?","واخا, منخوض ولا ماقلوب?","So, are we going or not?"
I haven't eaten anything all day,ماكليت والو نهار كامل,I haven't eaten all day.
Here is the menu,هادا هوا ل منو,Who does this belong to?
I don't have much money on me,ماهازش معايا فلوس بزاف,I don't have a lot of money with me.
"Okay, thank you very much",واخا شوكران ليك بزاف,Thank you very much
"Hey, you're not my mother!","بلاتي, نتي ماشي ماما!","Stop it, you're not my mom!"
Have I got the right date?,واش جبت تاريخ صحيح,Did you get the correct date?
no French music,ماكاينا لا موسيقا فارانسييا,There is no French music.
Do I feel a little nervous?,واش كانبان شوييا ماتواتار?,Did he buy a little bit of tomatoes?
And why are you traveling today?,أُ علاش مسافرا ليوم?,Why are you traveling today?
I'm very excited to see her,أنا ماتحامسا بزاف نشوفها,I'm not very excited to see it.
"No, I'm on vacation","لا, أنا ف عوطلا","No, I'm in the kitchen."
It's six months since I've seen her,ستّ شهور هادي ماشفتها,I haven't seen her for six months
She's gonna be really happy,غادي تكون فارحانا بزاف,You will be very happy
What's good for him?,أشنو مزيان بنيسبا ليه?,What's good about it?
My bag is really heavy,ساك ديالي تقيل بزاف,My bag is very heavy.
The point is mostly to see them,لهاداف هووا أوّالان نشوفهوم,Let's see them now
"Oh, yeah, tell me about it","أه, أه, ڭولييا عليها","Oh, oh, tell me about it"
It's not really fear,راه ماشي خاوف نيّت,He is not afraid at all.
"But you're not nervous about it, are you?","والاكين نتا مامتواتارش, كاينا?","You're not serious, are you?"
Even when there's turbulence?,حتا منين كايكون إدطيراب,Where does the therapy take place?
"No, it's like a rollercoaster","لا, راه بحال أُفعووانييا","No, it's like a watermelon."
And they have amazing service,أُ عندهوم خدما راإعا,They have excellent service.
I know you dont have much space,عارف ماعنداكش بلاصا كبيرا,I know you don't have much space
Have you seen her before?,واش شفتيها من قبال,Did you see her from the front?
"Ah yes, she would be good fun",أه غادي تكون مومتيعا,"Oh, you're going to be surprised."
"Drink or food, by the way","مشروب ولا ماكلا, بلموناسابا","A drink or food, whatever you prefer."
Same with the drinks,نافس لحاجا معا لماشروبات,He competed with others in the drinks.
I hate plastic plates,ماكانحملش طباصل ديال پلاستيك,I couldn't carry the plastic bags.
like everyone else,بحال أي واحد أخور,Like anyone else
"Good morning, ma'am",سباه لخير أ لالّا,"Leave it, it's not worth it."
"Oh, you know everything","أه, راك عارف كولشي","Oh, you know everything."
I don't know what you mean,ماعرافتش شنو بغيتي تقصد,I don't know what you mean.
It's all very overwhelming,كولشي فايت لقياس بزاف,"Everything is going well, but time is passing by quickly."
And I talk too much,أُ أنا كانهضر بزاف,I speak a lot.
When I was offered promotion,منين تعارضات عليا تارقييا,Where did you get these sneakers from?
What do you think you're afraid of?,أشنو كادان مناش خايف?,What are you so afraid of?
Nice talking to you,فارحان حيت هضرت معاك,I'm happy because I talked to you.
"Oh, no, that's not possible!","أُه, لا, هادشي مايمكنش!","Oh no, this is impossible!"
I pay you to think,أنا كانخالصك باش تفكّر,I was just telling you to think
this just gets worse and worse,هادشي غير كايزيد ياخياب,This is getting out of hand
this just gets worse and worse,هادشي غير كايزيد إتكفّس,This thing just keeps getting worse.
this just gets worse and worse,هادشي غير كايزيد إترووّن,This just makes it worse
there's only one thing for it,كاينا حاجا واحدا ليه,He has something.
We have got to get out of here!,خاسنا نخورجو من هنا!,We should leave from here!
"Here it is, I'll give it to you.","هاهوا, دابا نعطيه ليك.","Here you go, now I'll give it to you."
"No, I don't know the area.",لا لا ماعارفش لمينطاقا,"No, I don't know to whom it belongs."
Do you have any dinner?,واش عنداك شي عشا?,Do you have any dinner?
Let's be careful in our steps,نددّو لبال لخطوات ديالنا,We pay attention to our steps.
"this is my phone, not yours","هادا تيليفوني, ماشي ديالك","This is my phone, not yours."
Only a jacket and a scarf,غير تجاكيتا أُ زيف,She only wears fake things.
Can you tell me more?,تاقدار تڭوليا لييا كتار?,Can you bring me a lot?
Did you tell her that?,واش ڭلتي ليها هادشي,Did you tell her about this?
He's unemployed at the moment,هوا ماخادامش فهاد لواقت,He is not working at the moment.
he would like to find you available at night,كايبغيك تكوني موجودا فليل,He wants you to be present tonight.
give him a reason to do it,عتيه ساباب باش يديرها,Give him the keys so he can drive it.
"Yes, it's very nice.",أه راه زويين بزاف,"Oh, he is very handsome."
"Thank you, I tripped!","شوكران ليك, راه تعاكالت!","Thank you, it's really delicious!"
Is that your dog?,واش هادا لكالب ديالك?,Is this your dog?
"His name is Fetna, it's a long story","سمييتو فتنا, قيصا طويلا","I named it ""Ftena,"" a long story."
I like to walk around here,كايعجبني نتمشا فهاد ناواحي,I enjoy walking around this area.
Tell me about Fatna,عاود لييا علا فاتنا,Remind me of our appointment.
I must take a picture of it,خاسني ناخود ليها تسويرا,Let's go get some breakfast
It's a really nice place,بلاسا زوينا هادي ساراحا,Please bring this plate.
"Wait, I have to catch my dog","تسنا, خاسني نشد كلبي","Wait, let me tie my shoelaces."
what kind of butter?,شمن ناوع ديال زبدا?,What type of butter is this?
I'd rather go home,حسن ليا نمشي لدّار,Let's go home.
we all have different preferences,كولنا عندنا راغابات ماختالفا,We all have different opinions.
What do you think about potatoes?,أشنو راإياك ف لبطاطا?,How do you like your potatoes?
"What do you think, sir?",أش بان ليك أسيدي?,"What's wrong with you, sir?"
Vegetable it is,لخودرا هيا لي كاينا,Take her to where she belongs.
Now can you start prepping the potatoes,دابا تقدر توجّد بطاطا,Now you can find potatoes.
that seems a lot,بان لييا هادشي بزاف,This is too much for me.
Lemon tart perhaps?,تورتا ديال ليمون إمكن?,"Can I have a lemon tart, please?"
What went on at work in the end?,شنو ترا فلخدما فلخر?,What do you see in the future for work?
"Yes, very hard day","أياه, نهار صعيب بزاف.","Oh, today is very difficult."
It was really good fun yesterday,كان مومتيع لبارح بلمعقول,"My mother was not feeling well yesterday, which is understandable."
I've never done this before,ماعمارني دارت هادشي قبل,I have never done this before.
Archery is a pretty tiring sport,الريمايا رييادا كاتعيي بزاف,The teacher is explaining a lot.
I'd rather stay by the pool,كانفدل نبقا حدا لمسباح,Let's meet at the mosque.
I'd rather stay by the pool,كانفدل نبقا حدا لاپيسين,We decided to stay at the beach.
"It's pretty safe, I'm sure","هادشي أامين, أنا متءكّد","This is safe, I am sure."
Can we get off?,واش إمكان لينا نخورجو?,Is it possible for us to go out?
You're going on vacation?,واش نتا خارج عوتلا?,Are you going out tonight?
Is this about work?,واش هادشي علا لخدما?,Is this for the service?
"Yes, it's for work","أه, راه ت لخدما","Oh, he's going to work."
To be honest,باش نكون معاك صاريح,I want to be honest with you
I get on a plane every week,كاناخد طيارا كول سيمانا,He takes a flight every week.
They always give me extra cakes,ديما كايعطيوني كيكات زايدين,They always give me extra cakes.
it's not as bad as you think,راه ماخايبش كيما كادان,He never disappoints like he promised.
If you're very sure,إلا كانتي متءكاد بزاف,Unless you were very tired.
I do like a good cake,أنا كاتعجبني كيكا مزيانا,I like this delicious cake.
"Well, perhaps I need to explain","واخا, إمكان أنحتاج لتاوضيح","And, maybe we need some clarification."
That would be silly,غادي إكون داكشي ساخيف,That thing will be scary
Is that still stupid?,واش باقي هادشي غابي?,Is this thing missing?
if the frames are round,إلا كان لكادر مدوّر,If it was a round table
I haven't seen you around before,ماشفتاكش قبال فهاد الجوايه,I haven't seen you before in this neighborhood.
It's true that I don't know that,بسّاح أنا ماكانعرفش هادشي,"Honestly, I didn't know about this."
the new socio-economic category,لفيأ سوسيو قتيصاديا الجديدا,The new economic reforms
they use to run into a room,مولّفين إجرّيو لشي بيت,The authors are running to a house
I'm glad I've found you,أنا فارحان حيت لقيتاك,I'm happy because I found you.
"Yes, but which direction?","أه, والاكين شمن إتيجاه?","Oh, which direction should I go?"
"I'll get you a coffee, please!",غادي نجيب ليك لقاهوا!,I will get it for you!
I've got a drink here thanks,"عندي مشروب هنا, شوكران","I have a drink here, thank you."
It's happy hour right now!,ساعا ساعيدا هادي دابا!,I will return this now!
Is it 9 p.m. already?,واش 9 تلّيل هادي?,Is this for me?
My boyfriend's coming to join me,صاحبي جاي غايلحق عليا,My friend is coming to catch up with me.
"Oh no, not at all!","أُه لا, لا إتلاقان!","Oh no, it's not here!"
I think you misunderstood me,كانضن بلي فهمتيني غالات,I think you misunderstood me.
It's going to be very lively,غادي تكون حاياوييا بزاف,He will be very happy
I have got some biscuits,عندي شوييا ديا بيسكويت,I have some cookies
What do you think we should do?,أشنو كايبالّيك أيخاسنا نديرو?,What are you suggesting we do?
we should try to find the cabin,أيخاسنا نحاولو نلقاو لماقسورا,We are trying to find the key.
I have some water,عندي شوييا ديال لما,I have a little bit of time
"By the way, do you have your cell phone?","بلموناسابا, واش عانداك تيليفون?","At the supermarket, do you have a phone?"
I don't have any battery,ماعندي التا شي باتري,I don't have any batteries.
We had better get to move on,من لأحسان لينا نتحاركو,Let's talk about the best way for us.
And prepare a chemistry experiment,أُ تقاد تاجريبا كيمياإا,She is studying chemistry.
It seems a little difficult,كايبان لأمر صعيب شوييا,It seems a bit difficult
Think of a very simple experience!,فكّار فتاجريبا بسيتا بزاف!,He is very skilled in experimenting with technology!
and give yourself an oral experience,أُتعتي لراساك تاجريبا شافاهيا,Take care of yourself and try to see a doctor.
How many marks is there?,شحال من عالاما تمّا?,How much did the watermelon cost?
Ten points to her,عاشرا ديال نوقات ليها,She has a collection of watches
I'd better get working,حسان ليا نبدا لخدما,Let's start working.
the other professor of Chemistry,لوستاد لاخور ديال شيمي,The teacher of chemistry lab
He does a lot of new experiments,كايدير بزاف ديال تاجاريب,He does a lot of experiments.
I've flown quite a few times,سافرت بزاف ديال لمرات,I have traveled a lot.
ignore me if I start over breathing,تجاهلني إلا بديت نتنافاس,Ignore me until I start competing
"Yes, very often","أه, فبزاف ديال لواقت","Oh, there are a lot of problems"
What ages have your grandchildren?,شحال فعمار لأحفاد ديالك?,How old are your grandchildren?
What ages have your daughters?,شحال فعمار لبنيتات ديالك?,How old are your daughters?
they are 3 and 5,عندهوم 3 أُ 5,They have three or five.
What can I do?,أشنو إمكان ليا ندير?,What can I do?
I don't think a mirror will help,ماكاندانش مرايا تقدار تعاون,She didn't have mirrors to help her.
That's very interesting,هادشي موتير ليلإهتيمام بزاف,This thing requires a lot of attention.
even when I'm asleep,حتا ملي كانكون ناعسا,Even when you are sleepy
Tell me about your childhood,ڭوليا علا طوفولا ديالك,Tell me about your childhood.
It was a really cold winter,كانت شتوا باردا بزاف,The winter was very cold.
"Well, well, we're moving on","واخا, واخا, هاحنا غاديين","Alright, alright, here we go."
Does this happen often?,واش هادشي كايوقاع بزاف?,Is this happening a lot?
I usually take the stairs,عاداتان كانطلع ف دروج,"Yesterday, I went out for a walk."
I regret it,أنا نادم علا هادشي,I regret this
my cell phone has no service,تيليفون ديالي مافيهش الريزو,My phone doesn't have a charger
Not that you work too hard,ماكايعنيش بلي كاتخدام بزاف,It doesn't mean that she is using a lot.
to prepare for this event,باش نحادرو هاد لحدات,Let's discuss these issues.
It's been a while since I've been on holiday,شحال هادا ماشدّيت عوطلا,How much is this shirt?
if we earn customers,ألا دبّرنا علا كليان,Let's go eat.
I can't promise anything by myself,مانقدارش نواعداك بشي حاجة,I can't promise you anything
make the door open to free us,حلّ لباب باش إخرجونا,Unlock the door so we can leave.
Sorry that should say party,سماحليا أيخاسني نڭول حافلا,"Excuse me, can you repeat what you just said?"
I'm not sure I understand,أنا مامتأكادش أنّاني فهمت,I barely understood
I'm excited about my party,أنا متحاماش لحافلا ديالي,I can't find my blanket.
I don't know the word in French,ماعرفش لكلما بل فارانكيا,"I don't know what you mean by ""Farankiya""."
And their kitchen is excellent!,أُلكوزينا ديالهوم راإعا بزاف!,The food at his house is really delicious!
It's possible in this bar,مومكين فهاد ل بار,Not possible in this situation.
That sounds perfect,هادشي كايبان هوا هاداك,This thing looks like that one.
Put your phone away please,حات تيليفونك بعيد عافاك,"Give me your phone, please."
No phone from Instragram,ماكاينش تéلéپهون مان إنستاڭرام,There is no telephone signal on Instagram.
It gives me bad breath,كايخالي لييا ريحا خايبا,He's keeping me in suspense
Give me the new subscriptions!,عتيني ل إشتيراكات الجديدا!,Renew my subscriptions to the new ones!
You can make that tomorrow,مومكين دير داكشي غدّا,It's not possible to do that tomorrow.
But that's not fair!,والاكين هادشي ماشي عاديل!,These things are not fair!
But that's not fair!,والاكين هادشي ماشي معقول!,"And yet, this is unbelievable!"
I am not interested in your opinions,أنا مامهتامش براإي ديالك,I don't care about your opinion.
I am not interested in your opinions,أنا مامسوّقش لراإي ديالك,I don't care about your opinion.
Waitresses aren't interesting,سربايات ڭاع ماديتها فيهوم,The police caught those who stole from them.
You are deluded,نتا غي كايتفلاو عليك,You're going to regret it.
You are here to work,نتا هنا باش تخدم,You are here to work.
I'm feeling a little peckish,كانحاس بشوييا ديال جوع,I'm feeling a little hungry.
Our fries are delicious,بطاطا ماقلييا ديالنا بنينا,Our homemade fries are delicious.
I'll have some of those then,غادي ناخود شوييا منهوم,We will take some of them
this guy is very nice,هاد خونا لايعمّرها دار,This guy never settles down.
They'll change your mind,غادي إبدّلو ليك راإيك,I will change my opinion for you.
"Hmm, I'm not sure about that","همّ, مامتاأكدش من هادشي","Yeah, I'm not sure about this."
Is it allowed?,واش هادشي ماسموح بيه?,Is this not allowed?
"Yeah, we do that a lot","أه, حنا كانديروها بزاف","Oh, we did it a lot"
It always puts a good atmosphere,ديما كايزيد جاو زوين,It always gets better over time.
"Get me tea, please",جيب لييا أتاي عافاك,Bring me some tea please.
Are you new here?,واش نتا جديد هنا?,Are you new here?
like many before me,بحال بزاف قبل منّي,He's way ahead of me.
What do you mean by X?,أشنو كاتقساد ب ش?,What are you looking for in there?
it would make me feel happier,غادي يخاليني نحاس بساعادا,He will let me know later
"Please, I'll give it to you","عافاك, غادي ناعتيه ليك","Please, I will bring it to you."
So you studied Sartre?,إدان نتا قريتي صارتر,Did you read the newspaper?
did you want a sandwich?,واش بغيتي شي ساندويش?,Do you want a sandwich?
Do you work here every day?,واش كاتخدم هنا ياومييان,"Are you working here, employees?"
The bar owner is very kind,مول لبار دراياف بزاف,The market in the neighborhood is very crowded.
You can't be bored,مايمكنش ليك تحاس بلمالال,You can't feel comfortable with uncertainty.
Have you met anyone?,واش تلاقيتي شي واحد?,Did you meet someone?
"Great, a bingo","عاضيم, لوعبا ديال بينڭو","Great, bring me the pen."
it reminds me of the village party,"'كايفاكرني بلحافلا ديال لقاريا""",He's reminding me of the blanket of the past.
"Oh, yes, I would","أُه, أه, غادي نديرها","Oh, oh, I'm going to do it."
I am definitely forgetting work,أنا بتاءكيد كانسا لخادما,I definitely feel like a servant.
the holidays are for that,لعوطال راه ديال هادشي,He returned because of this
I hope you were able to rest,كانتمانا تكون قادر ترتاح,We used to be able to relax.
"I'm out of drums, unfortunately!",سالات لييا شارڭ ليلأساف,Ask him to bring the charger tonight.
Did you remember to bring the map?,واش تفاكارتي تجيب لخاريطا?,Did your thoughts bring you to a conclusion?
"Yes, let's hope so","أه, خلينا نأملو هادشي",Let's hope for this
My matches are all wet,ڭاع لوقيد سارد ليلأساف,I will come back later
My matches are all wet,ڭاع لوقيد فازڭ ليلأساف,Don't forget to lock the door before going to sleep.
I didn't want to die here!,ماكنتش بغيت نموت هنا,I didn't want to die here.
Want to play a game?,بغيتي تلعاب شي لوعبا,Do you want to play a game?
You want some water?,بغيتي شوييا ديال لما?,Do you want some water?
Is it bad for me?,واش هادشي خايب لييا?,Is this broken for me?
I've not heard of that before,ماسماعت بهادشي من قبال,I haven't heard about this before.
It's my favorite sport,هيا رييادا لموفاضالا ديالي,She is my best friend.
Sounds like you are good,كايبان لييا نتا مازيان,You seem fine to me.
I've had a terrible day,راه دوزت نهار صعيب,He had a tough day
Keep the cat out of the way!,باعد لماشا من طريق,Move the car out of the way.
but I didn't have to drive,والاكين ماكانش علييا نسوڭ,But I didn't forget about you
Now your're making fun of me,نتا دابا كادهاك علييا,You are now making fun of me.
I'm always in a bad mood,أنا ديما فميزاج خايب,I'm always in a bad mood.
"but tonight, you definitely are!","والاكين هاد الليلا, بتاءكيد",Definitely tonight.
I had a good day,داز عاندي ليوم مازيان,I had a good day
leave that poor cat alone,خالي ديك لماشا ماسكينا,My uncle has a car that we borrowed.
take a glass of wine,خود كاس ديال نابيد,Take a cup of tea
I'm quite scared in fact,أنا خايف شويا ساراحا,I'm a little scared.
Maybe I should order a drink,إمكان خاسني نطلاب ماشروب,Maybe bring me some water bottles
It's a good idea to relax!,فيكرا مزيانا أنّاك تارخا,He thinks highly of himself.
"Yes, it's a fantastic job!","أه, راه واضيفا زوينا","Oh, he has added something nice."
"You remember the recipe, don't you?","كاتعقال علا لواصفا, ياك?","She's commenting on the weather, isn't she?"
I'm not sure I remember it,مامتأكداش بيلا عاقلا عليها,I'm not sure if he's really into her.
Put the flesh in the blender,دير لوب ف لخلاط,Put the strawberries in the blender.
Is that right?,واش هادشي لي كاين,What is this?
I forgot about the mint leaves.,نسيت لوراق ديال ناعناع,I forgot the mint leaves.
"No, no, it's no use","لا, لا, ماكاينش لاش","No, no, there is nothing there"
Send it to the gym,سيفتها ل لا سالّ,He bought it for her.
Do you want me to let you do it?,واش بغيتي نخاليك ديرها?,Do you want me to put it away for you?
I can do that easily,ناقدار نحاياد هادشي بزاربا,We can handle this easily.
I didn't quite understand that question,مافهامش هاد سوأل مزيان,I don't understand this question well.
What do you mean by toppings?,أش كاتقساد ب توپّينڭس,What are you looking for in the drawers?
You can always change your mind!,ديما تاقدار تبادال راإياك,You are always capable of exchanging ideas.
I also asked for an orange juice,كيفما تلابت عاصير ليمون,Just like catching a lemon storm
"Hey, it's my birthday","أهيا, راه عيد ميلادي","Yes, it's my birthday."
I thought it was today,كان يسحاب لييا ليوم,He used to ignore me all day.
Oh and are you paying for everything?,أُه واش كاتخالس كولشي?,"Oh, are you talking about everything?"
It's not too expensive in general,راه ماغالياش بزاف عاداتان,"He doesn't talk much, just two habits."
I'm not clear about who's paying,ماعرافتش شكون غادي يخالاس,I don't know who will pay for it.
But I don't like Italians too much,والاكين ماكانبغيش تاليانييين بزاف,The store didn't have many Italian ones.
That sounds like a good plan,كاتبان لييا خوطا مزيانا,They wrote me a very nice letter.
So a cheap French place,إدان بلاسا فارانسييا رخيسا,Eating at a cheap French restaurant
What do you mean by the Thai?,أش كاتقساد ب طهاي?,What are you cooking today?
Don't you know anywhere?,واش ماكاتعراف حتا بلاسا?,Don't you even know how to swim?
The rest of us don't know them so well,لباقيي منّا ماكايعارفوهومش مزيان,Some of us don't know them well.
You could use my flat,تاقدار تستاعمال شوقّا ديالي,You can use my charger.
And Gerard might come along,ياقدار يجي حتا ڭرارد,Sometimes fate brings surprises
That might be a problem,هادشي إقدر إخلق موشكيل,This is something I can't imagine.
exchange programmes with foreign students?!,باراميج تابادول معا طولاب?,Are you going to study with your friends?
It's true that security issues have gone up,بساه لماشاكيل لأمنييا رتافعات,I bought some delicious pastries for the party.
We're losing all its landmarks,كانخاسرو ڭاع لماعاليم ديالها,He lost his keys yesterday.
"Yes, it'll be fun!","أه, غادي يكون مومتيع","Oh, it's going to be interesting."
We will have fun too,غادي نتماتعو حتا حنا,We will meet up later.
It's gonna be really beautiful,غادي تكون زوينا بزاف,It's going to be very nice.
this weekend then!,فنيهايا ديال سيمانا إدان,Let's meet next week
Have you got 200 dhs?,واش عنداك 200 دهس,Do you have 200 dirhams?
I thought it was looking a bit swollen,كانضن كاتبان مانفوخا شوييا,I think they are exaggerating a little
Then it pissed me off,أُتمّا تلاع ليا دام,Bring me the pen
What did he say then?,أشنو ڭال باعد داكشي?,What did he say about that?
So it was better,داكشي علاش كان حسان,That's why it was beautiful.
I'm head chef!,أنا راإس ديال تاباخين!,I am the boss of the kitchen!
